num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes,env_runners/connector_pipeline_timer,env_runners/sample,env_runners/env_reset_timer,env_runners/weights_seq_no,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_return_min,env_runners/episode_duration_sec_mean,env_runners/episode_len_mean,env_runners/episode_return_max,env_runners/episode_len_max,env_runners/num_episodes_lifetime,env_runners/num_env_steps_sampled,env_runners/env_to_module_sum_episodes_length_in,env_runners/rlmodule_inference_timer,env_runners/num_env_steps_sampled_lifetime,env_runners/env_step_timer,env_runners/time_between_sampling,env_runners/episode_len_min,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/agent_episode_returns_mean/agent_2,env_runners/agent_episode_returns_mean/agent_0,env_runners/agent_episode_returns_mean/agent_1,env_runners/agent_steps/agent_0,env_runners/agent_steps/agent_1,env_runners/agent_steps/agent_2,env_runners/num_agent_steps_sampled/agent_2,env_runners/num_agent_steps_sampled/agent_0,env_runners/num_agent_steps_sampled/agent_1,env_runners/module_episode_returns_mean/shared_policy,env_runners/num_agent_steps_sampled_lifetime/agent_2,env_runners/num_agent_steps_sampled_lifetime/agent_0,env_runners/num_agent_steps_sampled_lifetime/agent_1,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/num_module_steps_sampled/shared_policy,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/shared_policy/entropy,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/curr_kl_coeff,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/gradients_default_optimizer_global_norm,learners/shared_policy/weights_seq_no,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/policy_loss,learners/shared_policy/num_trainable_parameters,learners/shared_policy/mean_kl_loss,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/total_loss,learners/shared_policy/num_module_steps_trained,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/vf_loss,learners/shared_policy/vf_explained_var,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch
1,270336,1131.301860254113,False,132,eeb92_00000,2025-06-04_16-23-47,1749047027,1.7983248233795166,240.08660459518433,45108,Tegans-MacBook-Air.local,127.0.0.1,240.08660459518433,132,1.8750822875218716,1.5108398614641292e-05,1.8748804221301423,1.1952278227173814,0.6773349981040053,0.0010354440609738993,27,0.00032062499999963023,0.06549425281027722,0.00014145899999995493,131.0,32.35887882608583,-160.53704839398074,0.037326873282499166,75.0,-44.79361213378357,75,3604,2048,32.35887882608583,5.310043033682716e-05,270336,7.611731286504908e-05,0.04818955777108624,75,-67.4231231963542,1131.301860254113,1,0,0,29.45,82.75,-22.47270773211807,-22.37395773211807,-22.57645773211807,25.0,25.0,25.0,710,683,709,-31.731624868232366,93716,90112,93716,7.957288366017603e-05,0.0001653039663645809,277544,2102,142854.0,2048.0,0.0,21760,2877568,348160,2048.0,46041088,0.0,1.4160429,1.0,42.639523,6.462348631867026e-28,0.0005,2.7608182,132.0,128.0,0.0070286226,142854.0,0.0064306525,0.01,3.8886292,21760,2877568,3.895761,-0.0335567,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.16338841297284112,4.0952684469308245e-06,1.3325268633709087e-05,3.101972523184743e-06,1.4389340961980025e-05,2.751396965064224e-06,8.80343634137964e-06,2.1567004984425895e-06,6.607691906190092e-05,2.5514062852007026e-05,1.1467859529437863e-05,9.690795937867282e-07,5.20845930059463e-06,1.4873679732647152e-05,0.001954618365658062,0.09993358382574445,0.020179930234215153,1.6533353038344563e-05,0.029433778677985165,0.0005959421131619116,4.831375586680082e-06,0.010212166529689629,0.0008492109733516117
1,272384,1159.1108917654872,False,133,eeb92_00000,2025-06-04_16-23-49,1749047029,1.7565419673919678,241.8431465625763,45108,Tegans-MacBook-Air.local,127.0.0.1,241.8431465625763,133,1.8738574850666527,1.5068564628356108e-05,1.873655776248841,1.1947848194902073,0.6765542439529657,0.0010350442003645,27,0.00032062499999963023,0.06554184638479507,0.00014145899999995493,132.0,32.37139203958252,-160.53704839398074,0.03667387223500278,75.0,-35.05768963984975,75,3631,2048,32.37139203958252,5.2996210106976534e-05,272384,7.601989408941583e-05,0.0485282946249009,75,-71.17213348857456,1159.1108917654872,1,0,0,36.46666666666667,82.63333333333334,-23.594461162858188,-23.74571116285819,-23.83196116285819,25.0,25.0,25.0,710,682,710,-34.380803717370995,94426,90794,94426,7.952328351427306e-05,0.00016515385495509969,279646,2102,142854.0,2048.0,0.0,21760,2899328,348160,2048.0,46389248,0.0,1.4332906,1.0,37.90837,6.462348631867026e-28,0.0005,2.8772762,133.0,128.0,0.01677932,142854.0,0.007715009,0.01,5.2677903,21760,2899328,5.265344,-0.03041029,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.16292081371629524,4.090656194133181e-06,1.3302908680317406e-05,3.1030983739277657e-06,1.4382078748830025e-05,2.7492449768552292e-06,8.80146808078503e-06,2.155458490009754e-06,6.598207176297538e-05,2.5496732796444515e-05,1.1460858802095202e-05,9.684826017672016e-07,5.206886473844953e-06,1.4862378282752125e-05,0.001954683187139218,0.0994031882747837,0.02023179559147732,1.6540917937183842e-05,0.02946240806833753,0.0005932357964911686,4.83138685728095e-06,0.010197726272157332,0.0008490705993362922
1,274432,1158.5300004760416,False,134,eeb92_00000,2025-06-04_16-23-51,1749047031,1.7536120414733887,243.59675860404968,45108,Tegans-MacBook-Air.local,127.0.0.1,243.59675860404968,134,1.8726134456359864,1.5030798982178534e-05,1.8724120605663526,1.1942960812953054,0.6758012698534357,0.001033805008361015,28,0.00032062499999963023,0.06556354488306551,0.00014145899999995493,133.0,32.35225746153941,-134.6862251682891,0.03643246868499766,75.0,-38.657884164179684,75,3659,2048,32.35225746153941,5.283135967153419e-05,274432,7.584627310624246e-05,0.04870499942065819,75,-77.95567251677305,1158.5300004760416,1,0,0,22.4,82.55,-25.861057505591017,-26.129807505591018,-25.964807505591015,25.0,25.0,25.0,710,683,711,-39.32424967876622,95136,91477,95137,7.939756679834033e-05,0.00016482713840344394,281750,2104,142854.0,2048.0,0.0,21888,2921216,350208,2048.0,46739456,0.0,1.423808,1.0081301,67.12955,6.462348631867026e-28,0.0005,3.6973488,134.0,128.0,-0.0341168,142854.0,0.0059818435,0.01,4.7417192,21888,2921216,4.790074,0.044642806,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.16245253187858302,4.080916784424355e-06,1.32655509824095e-05,3.0985393447920284e-06,1.4354233248687632e-05,2.7451176350327796e-06,8.782359064801446e-06,2.151505634016567e-06,6.580881911467322e-05,2.5460319010782238e-05,1.1440776814645624e-05,9.65665443555691e-07,5.2016860565363336e-06,1.4830795410809977e-05,0.001954740675354188,0.09887409915975959,0.020282397273570816,1.654872820274301e-05,0.029490306997215044,0.0005905355911425216,4.831335564911844e-06,0.010183288844822712,0.0008489349617039464
1,276480,1022.9014248391954,False,135,eeb92_00000,2025-06-04_16-23-53,1749047033,1.9916059970855713,245.58836460113525,45108,Tegans-MacBook-Air.local,127.0.0.1,245.58836460113525,135,1.873757152009627,1.4995070992529031e-05,1.873554999540689,1.1937583034023524,0.6774774071549012,0.0010379127982769578,27,0.00032062499999963023,0.06556307571888528,0.00014145899999995493,134.0,32.356866327416085,-105.65162773327381,0.03634744964000305,75.0,-49.65181745752762,75,3686,2048,32.356866327416085,5.265770970473989e-05,276480,7.570714883108413e-05,0.048757283020979224,75,-70.08193135430658,1022.9014248391954,1,0,0,24.833333333333332,82.60000000000001,-23.366060451435523,-23.438560451435524,-23.277310451435525,25.0,25.0,25.0,710,683,709,-35.58683079716573,95846,92160,95846,7.929207969767614e-05,0.0001644925921995108,283852,2102,142854.0,2048.0,0.0,21760,2942976,348160,2048.0,47087616,0.0,1.4479963,1.0,38.206818,6.462348631867026e-28,0.0005,2.97946,135.0,128.0,0.038099118,142854.0,0.0074888268,0.01,4.786712,21760,2942976,4.7630935,0.08352554,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.16198368834205343,4.073255734052556e-06,1.32312890068015e-05,3.100213098940077e-06,1.4339598000478078e-05,2.7405904997146824e-06,8.765905599986471e-06,2.148181091022882e-06,6.563495592828689e-05,2.5413464833209405e-05,1.1419869326044985e-05,9.62994775356456e-07,5.194250591491773e-06,1.4796947556565664e-05,0.0019547922579861445,0.09834633378740848,0.020331760242463293,1.65559156711957e-05,0.02951750494840817,0.0005878398913211993,4.831264659707488e-06,0.010168911964207565,0.0008487958588643133
1,278528,1127.688774831079,False,136,eeb92_00000,2025-06-04_16-23-54,1749047034,1.7944629192352295,247.38282752037048,45108,Tegans-MacBook-Air.local,127.0.0.1,247.38282752037048,136,1.872923495079531,1.509762028281889e-05,1.8727192232952825,1.1936392970383285,0.6767621343333521,0.001036418670294493,27,0.00032062499999963023,0.06558754529543588,0.00014145899999995493,135.0,32.377321092263564,-130.09421516840118,0.03750812874499872,75.0,-46.49861884465747,75,3713,2048,32.377321092263564,5.2900172274638624e-05,278528,7.595295581714312e-05,0.04907414310636867,75,-75.63250828803497,1127.688774831079,1,0,0,33.93333333333334,83.2,-25.142086096011653,-25.320836096011654,-25.169586096011653,25.0,25.0,25.0,710,682,710,-37.69086417143432,96556,92842,96556,7.943746200352729e-05,0.00016501154772418869,285954,2102,142854.0,2048.0,0.0,21760,2964736,348160,2048.0,47435776,0.0,1.4226097,1.0,87.54255,6.462348631867026e-28,0.0005,3.8129475,136.0,128.0,0.16285956,142854.0,0.007324739,0.01,6.744537,21760,2964736,6.5959044,0.031016588,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.16151471506896653,4.083698427764378e-06,1.3272891482993018e-05,3.1018756738570746e-06,1.4370373358027198e-05,2.7458909827300335e-06,8.788516488265557e-06,2.152053642385416e-06,6.59781812242937e-05,2.5457989523308738e-05,1.1435974223162303e-05,9.652380826857047e-07,5.199796041501444e-06,1.4834063886493386e-05,0.0019548428598979302,0.09781992216258842,0.02038018718315057,1.656268781746161e-05,0.029544021839077714,0.0005851529103371903,4.831199539050918e-06,0.010154664771520243,0.0008486505904853019
1,280576,1164.2306061210852,False,137,eeb92_00000,2025-06-04_16-23-56,1749047036,1.7482409477233887,249.13106846809387,45108,Tegans-MacBook-Air.local,127.0.0.1,249.13106846809387,137,1.8716351984687358,1.5066644080256164e-05,1.87143096772233,1.1931383032279452,0.6759767317400184,0.0010350044835916888,28,0.00032062499999963023,0.06559408898288828,0.00014145899999995493,136.0,32.35195441770912,-121.99529532351457,0.03644410037999428,75.0,-40.37289821582401,75,3741,2048,32.35195441770912,5.27568834040064e-05,280576,7.577972546100446e-05,0.04922606103255642,75,-71.67648290993185,1164.2306061210852,1,0,0,18.9,82.95,-23.85299430331062,-23.87424430331062,-23.94924430331062,25.0,25.0,25.0,710,683,711,-35.05680893223857,97266,93525,97267,7.930474508571552e-05,0.00016470446953417245,288058,2104,142854.0,2048.0,0.0,21888,2986624,350208,2048.0,47785984,0.0,1.422501,1.0083333,31.540897,6.462348631867026e-28,0.0005,3.605595,137.0,128.0,-0.06638611,142854.0,0.007107454,0.01,3.881019,21888,2986624,3.9616303,0.27578968,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.1610452779050072,4.076608526416494e-06,1.3236321079130922e-05,3.0967399377109646e-06,1.4344606884932023e-05,2.7415171388883144e-06,8.771659005291292e-06,2.150596709631561e-06,6.580626279888733e-05,2.542702723761006e-05,1.1420107511723666e-05,9.622308850918287e-07,5.1929643913537745e-06,1.4804327022708174e-05,0.0019548950413456776,0.09729490204938601,0.02042741820479985,1.6569168929231287e-05,0.02956987244563902,0.0005824711390837285,4.831106794341431e-06,0.010140420606490248,0.0008485025562879798
1,282624,1039.1374398162445,False,138,eeb92_00000,2025-06-04_16-23-58,1749047038,1.960278034210205,251.09134650230408,45108,Tegans-MacBook-Air.local,127.0.0.1,251.09134650230408,138,1.8724826619040482,1.5032227639017992e-05,1.8722786347151064,1.1925696276956659,0.6773955915026182,0.0010334473487556691,27,0.00032062499999963023,0.06557704492784963,0.00014145899999995493,137.0,32.33154745461849,-123.28701675336953,0.03624827543499578,75.0,-33.07113764609177,75,3768,2048,32.33154745461849,5.257186993766398e-05,282624,7.5594204900554e-05,0.04924317161468087,75,-72.35726580940496,1039.1374398162445,1,0,0,19.7,82.8,-24.037005269801657,-24.207005269801655,-24.113255269801655,25.0,25.0,25.0,710,683,709,-35.34943781990024,97976,94208,97976,7.915722025717056e-05,0.0001643198565823228,290160,2102,142854.0,2048.0,0.0,21760,3008384,348160,2048.0,48134144,0.0,1.4532292,1.0,31.896982,6.462348631867026e-28,0.0005,4.1628613,138.0,128.0,0.024071572,142854.0,0.0073300423,0.01,4.656268,21760,3008384,4.646729,0.24261838,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.16059826180442013,4.068935473152883e-06,1.3200697419217054e-05,3.0912346853265258e-06,1.4323332697573208e-05,2.7365603825742158e-06,8.748982065847831e-06,2.1470625692004806e-06,6.559940856991433e-05,2.5385228999662415e-05,1.1404567725851087e-05,9.596200586521635e-07,5.184466352296083e-06,1.4772491218991332e-05,0.001954940453278481,0.0967712981920314,0.02049628685809783,1.657515584998306e-05,0.029595090029585193,0.0005797951338643015,4.830966084571486e-06,0.0101261811207837,0.0008483513969155593
1,284672,1168.1153006550899,False,139,eeb92_00000,2025-06-04_16-24-00,1749047040,1.7428948879241943,252.83424139022827,45108,Tegans-MacBook-Air.local,127.0.0.1,252.83424139022827,139,1.8711453219550076,1.4991905362350088e-05,1.8709415696179554,1.192015145168709,0.6766141693375924,0.0010328378752680017,27,0.00032062499999963023,0.06554145556569023,0.00014145899999995493,138.0,32.35994578592686,-111.2985657390266,0.03628896563999945,75.0,-43.724810516206546,75,3795,2048,32.35994578592686,5.2417239736407094e-05,284672,7.545297764545016e-05,0.049463212066473354,75,-70.38158804890598,1168.1153006550899,1,0,0,18.666666666666664,82.53333333333333,-23.502612682968653,-23.550112682968653,-23.32886268296865,25.0,25.0,25.0,710,682,710,-34.87347673716898,98686,94890,98686,7.902264954599908e-05,0.0001640295109216825,292262,2102,142854.0,2048.0,0.0,21760,3030144,348160,2048.0,48482304,0.0,1.4513975,1.0,52.03153,6.462348631867026e-28,0.0005,3.5983012,139.0,128.0,0.018659193,142854.0,0.0067671724,0.01,5.3008814,21760,3030144,5.2967362,0.0530802,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.16015031605635432,4.060417849413722e-06,1.3165689059003732e-05,3.0875654149994006e-06,1.4299871157482104e-05,2.7307983221324563e-06,8.732474293110314e-06,2.1437914093698554e-06,6.544305645869605e-05,2.5357184415011312e-05,1.1388907215165589e-05,9.581059555412287e-07,5.178324262408196e-06,1.4749626997946915e-05,0.001954984484068496,0.09624911461331893,0.020563472621509375,1.658053281542357e-05,0.029619626820407884,0.0005771240558353541,4.830799278317428e-06,0.010111956520230633,0.0008481965770749609
1,286720,1162.768829080282,False,140,eeb92_00000,2025-06-04_16-24-02,1749047042,1.7491140365600586,254.58335542678833,45108,Tegans-MacBook-Air.local,127.0.0.1,254.58335542678833,140,1.8698863554054574,1.4958236308859409e-05,1.8696828043317761,1.1916288816370217,0.6757441951442165,0.0010306924065150538,27,0.00032062499999963023,0.06550909904857655,0.00014145899999995493,139.0,32.36046051316934,-119.12128777375767,0.036684007019998716,75.0,-40.440984186597376,75,3822,2048,32.36046051316934,5.244309781547942e-05,286720,7.545233524871885e-05,0.049530009680296534,75,-77.6458893856052,1162.768829080282,1,0,0,21.15,82.4,-25.679046461868417,-26.149046461868416,-25.81779646186841,25.0,25.0,25.0,709,683,710,-37.938165371545914,99395,95573,99396,7.901923781281805e-05,0.00016404754555756726,294364,2102,142854.0,2048.0,0.0,21760,3051904,348160,2048.0,48830464,0.0,1.4559615,1.0,69.516716,6.462348631867026e-28,0.0005,2.6882277,140.0,128.0,0.08426405,142854.0,0.0065453486,0.01,5.149838,21760,3051904,5.080134,0.18286246,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.15970153593456937,4.058195643293162e-06,1.3170331210900196e-05,3.0862539510265294e-06,1.4297603549399039e-05,2.7312156565375867e-06,8.733783136157408e-06,2.144053166279073e-06,6.546046960397382e-05,2.5358356736147933e-05,1.1388554128593022e-05,9.594382679356604e-07,5.178233553216412e-06,1.475004074113961e-05,0.001955026335997381,0.09572838776386153,0.020629036132566874,1.658531142597266e-05,0.029643498974711163,0.0005744579115536005,4.83057351157502e-06,0.01009773035607655,0.0008480374350914872
1,288768,1143.198788963529,False,141,eeb92_00000,2025-06-04_16-24-04,1749047044,1.7590930461883545,256.3424484729767,45108,Tegans-MacBook-Air.local,127.0.0.1,256.3424484729767,141,1.8687383635214028,1.4923233945943097e-05,1.8685349546184582,1.1912277357306518,0.6749981861027741,0.0010295846524496638,28,0.00032062499999963023,0.06547981211551127,0.00014145899999995493,140.0,32.33589003536097,-119.12128777375767,0.03666153429000289,75.0,-43.029099799992395,75,3850,2048,32.33589003536097,5.243834045745453e-05,288768,7.543934060722655e-05,0.04949940304405995,75,-70.14715224576462,1143.198788963529,1,0,0,28.633333333333336,82.4,-23.278217415254876,-23.600717415254877,-23.268217415254878,25.0,25.0,25.0,711,683,710,-34.18256166272302,100106,96256,100106,7.900319038214689e-05,0.00016399676768016685,296468,2104,142854.0,2048.0,0.0,21760,3073664,348160,2048.0,49178624,0.0,1.4164913,1.0,36.390324,6.462348631867026e-28,0.0005,3.1401694,141.0,128.0,-0.036757696,142854.0,0.007176921,0.01,5.037973,21760,3073664,5.0888953,0.16105753,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.15925206575021447,4.058059141512364e-06,1.3170132162862102e-05,3.085205235480782e-06,1.4292189852181234e-05,2.7296511106750423e-06,8.733051283591996e-06,2.142463258066699e-06,6.543355335342128e-05,2.5355542126064977e-05,1.138743670878117e-05,9.580656433059515e-07,5.177556421491464e-06,1.474914403775467e-05,0.00195506247743928,0.09520915106073193,0.02069301795114107,1.6592290611031682e-05,0.029666753552346332,0.0005718005860518967,4.8304858802434044e-06,0.010083517836153527,0.0008478774937899716
1,290816,1172.6418029482074,False,142,eeb92_00000,2025-06-04_16-24-05,1749047045,1.7358767986297607,258.07832527160645,45108,Tegans-MacBook-Air.local,127.0.0.1,258.07832527160645,142,1.8673701440461887,1.4879841606430177e-05,1.8671669513222737,1.1906957229633452,0.6741639388217466,0.0010279604759248387,27,0.00032062499999963023,0.06544113413454694,0.00014145899999995493,141.0,32.35471720769341,-106.22099571190464,0.036345602002496806,75.0,-44.18921971093627,75,3877,2048,32.35471720769341,5.2341826639849134e-05,290816,7.53386106408748e-05,0.049381839176539724,75,-68.9504681938555,1172.6418029482074,1,0,0,32.45,82.35,-22.924322731285166,-23.066822731285164,-22.95932273128517,25.0,25.0,25.0,710,682,710,-33.50417818177288,100816,96938,100816,7.89232468880888e-05,0.00016380692272623842,298570,2102,142854.0,2048.0,0.0,21760,3095424,348160,2048.0,49526784,0.0,1.4247016,1.0,52.439365,6.462348631867026e-28,0.0005,3.0977764,142.0,128.0,0.009157861,142854.0,0.007873353,0.01,5.0608153,21760,3095424,5.065904,0.06514096,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.15880191298675322,4.0526070262569075e-06,1.3152319437441819e-05,3.083640073933226e-06,1.4278089853871947e-05,2.726945822462868e-06,8.722025104452758e-06,2.139585718836035e-06,6.533528322192958e-05,2.533378712973625e-05,1.1378132695224326e-05,9.56966140651896e-07,5.173364260683162e-06,1.4737208449821016e-05,0.0019550929309187395,0.09469140371948853,0.020755459354730527,1.659875498124404e-05,0.029689384967731325,0.0005691488029690664,4.8303919441832225e-06,0.010069302710193356,0.0008477129308709766
1,292864,1169.4332809548434,False,143,eeb92_00000,2025-06-04_16-24-07,1749047047,1.7411160469055176,259.81944131851196,45108,Tegans-MacBook-Air.local,127.0.0.1,259.81944131851196,143,1.8660663984357269,1.4847293190498698e-05,1.8658631868090507,1.1901600190737118,0.6733976111035291,0.0010270892111656404,27,0.00032062499999963023,0.06539796079948579,0.00014145899999995493,142.0,32.35825798910921,-116.20639685300051,0.03631863762249211,75.0,-33.06851169852786,75,3904,2048,32.35825798910921,5.223295105499182e-05,292864,7.522840253457913e-05,0.04918887150544841,75,-73.73222016588568,1169.4332809548434,1,0,0,26.400000000000002,82.3,-24.617823388628572,-24.67032338862857,-24.44407338862857,25.0,25.0,25.0,709,683,710,-36.67660846324537,101525,97621,101526,7.883948970634204e-05,0.00016358711768680575,300672,2102,142854.0,2048.0,0.0,21760,3117184,348160,2048.0,49874944,0.0,1.4368434,1.0,49.75026,6.462348631867026e-28,0.0005,4.2471285,143.0,128.0,-0.17914903,142854.0,0.0068111857,0.01,4.5751896,21760,3117184,4.7687073,0.17718875,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.1583511369886862,4.047217238539044e-06,1.3129031155114234e-05,3.0812412210368334e-06,1.4268096611167764e-05,2.7235515919982918e-06,8.710558142339925e-06,2.137638415739789e-06,6.521611304382402e-05,2.5309367917210056e-05,1.1364638007000619e-05,9.555906224813717e-07,5.169955267452555e-06,1.4724420002348386e-05,0.001955119335680865,0.09417517345996393,0.020816368907653083,1.6604626634992643e-05,0.02971138995025338,0.0005665025170892892,4.830300238254294e-06,0.010055106022468776,0.0008475473839609823
1,294912,1153.8050920100495,False,144,eeb92_00000,2025-06-04_16-24-09,1749047049,1.7635397911071777,261.58298110961914,45108,Tegans-MacBook-Air.local,127.0.0.1,261.58298110961914,144,1.8650030477813693,1.4805070258751782e-05,1.8648000236909597,1.1897772305529748,0.6727190845724937,0.0010263787390538274,28,0.00032062499999963023,0.06535583505160725,0.00014145899999995493,143.0,32.33718419816365,-136.9645281845972,0.036654814837499286,75.0,-34.83216115812069,75,3932,2048,32.33718419816365,5.2248169577459e-05,294912,7.525075697194757e-05,0.048957500889640355,75,-77.59088780614762,1153.8050920100495,1,0,0,26.45,82.15,-25.80196260204921,-25.969462602049205,-25.81946260204921,25.0,25.0,25.0,711,683,710,-37.9298342310236,102236,98304,102236,7.885338098435277e-05,0.000163649087794527,302776,2104,142854.0,2048.0,0.0,21888,3139072,350208,2048.0,50225152,0.0,1.4307364,1.0,48.28698,6.462348631867026e-28,0.0005,3.079121,144.0,128.0,0.10290397,142854.0,0.007544842,0.01,5.118542,21888,3139072,5.029946,0.19278997,4.833000000203924e-06,3.695900000000307e-05,4.8340000002866645e-06,2.7374999999274507e-05,1.8499999999477268e-05,6.02920000005724e-05,0.15789984305258184,4.0478614944494654e-06,1.3130344602811074e-05,3.081716547221249e-06,1.4271718768361176e-05,2.7243909831063002e-06,8.714835169216965e-06,2.138346794268075e-06,6.523195901746247e-05,2.5320003541111585e-05,1.1369385533117047e-05,9.556912586752376e-07,5.171797476487339e-06,1.4729756972283738e-05,0.001955140165554657,0.09366049336945788,0.020875771431881712,1.660996678016962e-05,0.029732799407128224,0.0005638624378468067,4.8301940272479955e-06,0.010040939259027675,0.0008473859057961002
