num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_env_steps_sampled_lifetime,env_runners/sample,env_runners/episode_duration_sec_mean,env_runners/num_episodes_lifetime,env_runners/env_reset_timer,env_runners/episode_return_mean,env_runners/episode_return_min,env_runners/num_env_steps_sampled,env_runners/episode_len_max,env_runners/episode_len_min,env_runners/env_step_timer,env_runners/connector_pipeline_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/rlmodule_inference_timer,env_runners/num_episodes,env_runners/episode_len_mean,env_runners/time_between_sampling,env_runners/episode_return_max,env_runners/env_to_module_sum_episodes_length_in,env_runners/weights_seq_no,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/agent_episode_returns_mean/agent_2,env_runners/agent_episode_returns_mean/agent_0,env_runners/agent_episode_returns_mean/agent_1,env_runners/num_agent_steps_sampled/agent_1,env_runners/num_agent_steps_sampled/agent_2,env_runners/num_agent_steps_sampled/agent_0,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/agent_steps/agent_2,env_runners/agent_steps/agent_0,env_runners/agent_steps/agent_1,env_runners/num_module_steps_sampled/shared_policy,env_runners/num_agent_steps_sampled_lifetime/agent_0,env_runners/num_agent_steps_sampled_lifetime/agent_2,env_runners/num_agent_steps_sampled_lifetime/agent_1,env_runners/module_episode_returns_mean/shared_policy,learners/shared_policy/num_module_steps_trained,learners/shared_policy/curr_kl_coeff,learners/shared_policy/vf_loss,learners/shared_policy/mean_kl_loss,learners/shared_policy/policy_loss,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/entropy,learners/shared_policy/vf_explained_var,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/num_trainable_parameters,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/total_loss,learners/shared_policy/gradients_default_optimizer_global_norm,learners/shared_policy/weights_seq_no,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,env_runners/timers/connectors/numpy_to_tensor,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad
1,585728,1094.3276504082908,False,286,16419_00000,2025-06-05_10-30-28,1749112228,1.8605430126190186,518.7115540504456,49426,Tegans-MacBook-Air.local,127.0.0.1,518.7115540504456,286,1.8271205518328222,1.4875850025660486e-05,1.8269168822897737,1.1884782057797838,0.6361415997193892,0.0009796188364227043,585728,0.06740710870736523,0.037296891022515696,7809,0.00018129100000052745,-77.14255691430417,-113.70270226697853,2048,75,75,7.65366083535752e-05,0.00033291700000059876,32.37732109262182,5.429051224520011e-05,27,75.0,0.048018928272488166,-44.50966916412408,32.37732109262182,285.0,1094.3276504082908,1,0,0,24.65,82.35,0.00016894781864074698,-25.60960230476806,-25.71335230476806,-25.819602304768058,710,710,682,8.165448926257626e-05,601346,25.0,25.0,25.0,2102,195242,203052,203052,-37.38179563797853,21760,2.646977999612734e-24,4.998378,0.013511372,0.0048468015,6234624,1.1930002,0.25057328,1.0,0.0005,42.189823,128.0,142854.0,0.01,4.991295,4.2921877,286.0,21760,6234624,348160,2048.0,2048.0,142854.0,0.0,99753984,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10810525772564498,5.265101547124902e-06,2.5971673367853846e-05,6.802852427803175e-05,1.1685425049893302e-05,1.5242686197528182e-05,9.532512611674178e-07,2.1278336348954735e-06,3.0249372895751994e-06,1.4072166486288665e-05,2.763679079003882e-06,9.016219382261418e-06,1.4623162022136773e-05,4.31841145268828e-06,0.008738223434539573,4.383238709066855e-06,0.03874632927457766,0.0003003018029796987,0.0290010553079304,0.0019048360211196985,0.028417918641504204,0.0008243646275775248,1.761879554029648e-05
1,587776,1138.3557570435482,False,287,16419_00000,2025-06-05_10-30-30,1749112230,1.7870311737060547,520.4985852241516,49426,Tegans-MacBook-Air.local,127.0.0.1,520.4985852241516,287,1.826682106734494,1.484709152623778e-05,1.8264787163868768,1.1882240803819868,0.6359587020521956,0.0009791122280587907,587776,0.06737942107940856,0.03705101699000011,7837,0.00018129100000052745,-67.63934720234376,-116.24946501783342,2048,75,75,7.6315496416774e-05,0.00033291700000059876,32.35195441801419,5.406371025091471e-05,28,75.0,0.04801650167665749,-37.190679231720694,32.35195441801419,286.0,1138.3557570435482,1,0,0,25.933333333333337,83.13333333333334,0.00016842270903673963,-22.45103240078125,-22.497282400781252,-22.69103240078125,711,710,683,8.143259589439427e-05,603450,25.0,25.0,25.0,2104,195925,203762,203763,-32.983382469655254,21888,2.646977999612734e-24,4.387047,0.012256702,-0.13257065,6256512,1.2211932,-0.014591098,1.0,0.0005,33.69664,128.0,142854.0,0.01,4.2422647,3.4310582,287.0,21888,6256512,350208,2048.0,2048.0,142854.0,0.0,100104192,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10789422345464311,5.251106519633657e-06,2.5895461103737297e-05,6.774909838882266e-05,1.1672109972824586e-05,1.5200218673024585e-05,9.500199384735059e-07,2.1233143308062777e-06,3.019946534952004e-06,1.4018578844472583e-05,2.757823626373172e-06,8.991157821569323e-06,1.45757530309869e-05,4.302066515628451e-06,0.008730477392969636,4.3827311726264516e-06,0.03851005331549825,0.00029889780116168854,0.02899840609319073,0.0019049567557663798,0.0284551691374652,0.000824283977060132,1.762091555526528e-05
1,589824,1041.2855573602126,False,288,16419_00000,2025-06-05_10-30-32,1749112232,1.9556300640106201,522.4542152881622,49426,Tegans-MacBook-Air.local,127.0.0.1,522.4542152881622,288,1.8279338456671494,1.4823200611122436e-05,1.8277306292230082,1.1879296033281668,0.6375069908616736,0.000978636515778202,589824,0.0673265673555634,0.03700109041498791,7864,0.00018129100000052745,-75.33748592616693,-119.54792387074517,2048,75,75,7.611561560653599e-05,0.00033291700000059876,32.33154745487823,5.386313731126412e-05,27,75.0,0.04797800470982121,-41.48243362259517,32.33154745487823,287.0,1041.2855573602126,1,0,0,24.566666666666663,82.83333333333333,0.0001679087063418357,-25.08332864205563,-25.022078642055632,-25.23207864205563,709,710,683,8.126227389380428e-05,605552,25.0,25.0,25.0,2102,196608,204472,204472,-36.72919107629806,21760,2.646977999612734e-24,5.7649612,0.014050917,0.17380062,6278272,1.199326,0.07183373,1.0,0.0005,61.371433,128.0,142854.0,0.01,5.9267693,4.5580373,288.0,21760,6278272,348160,2048.0,2048.0,142854.0,0.0,100452352,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.1076943386349887,5.241194755348312e-06,2.583275615481474e-05,6.746758594989418e-05,1.1654328915533645e-05,1.5155293204760384e-05,9.465927972114581e-07,2.1210981704560157e-06,3.0187745964708927e-06,1.3965408008742082e-05,2.753686890548585e-06,8.962234412687908e-06,1.4548302608346288e-05,4.292357600013644e-06,0.008722750933187641,4.38219126305325e-06,0.03827532764677296,0.00029750224509973505,0.028995708332215056,0.0019050720629180215,0.02850204578164283,0.0008242018488903268,1.762245209037368e-05
1,591872,1153.2340230396997,False,289,16419_00000,2025-06-05_10-30-34,1749112234,1.7637581825256348,524.2179734706879,49426,Tegans-MacBook-Air.local,127.0.0.1,524.2179734706879,289,1.8272563259604786,1.4799558605052492e-05,1.8270533750207774,1.1876660302148858,0.6370946088630575,0.0009783389006199112,591872,0.06725905902788824,0.03711839190501649,7891,0.00018129100000052745,-75.6974904351695,-153.01891213887836,2048,75,75,7.596445906346363e-05,0.00033291700000059876,32.35994578614801,5.370443192241169e-05,27,75.0,0.048151945459400804,-34.75522393080866,32.35994578614801,288.0,1153.2340230396997,1,0,0,21.6,82.94999999999999,0.0001676102240286794,-25.287496811723166,-25.196246811723167,-25.21374681172317,710,710,682,8.11319890066454e-05,607654,25.0,25.0,25.0,2102,197290,205182,205182,-37.28867709583648,21760,2.646977999612734e-24,5.0970893,0.014236696,0.07582699,6300032,1.2112181,0.13326108,1.0,0.0005,53.948772,128.0,142854.0,0.01,5.160804,4.244847,289.0,21760,6300032,348160,2048.0,2048.0,142854.0,0.0,100800512,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10749407236858191,5.232615194259941e-06,2.579910967616751e-05,6.731763239108366e-05,1.1635244631860094e-05,1.5130226776534358e-05,9.444264544690803e-07,2.1191907591658597e-06,3.0161236807823236e-06,1.3932545188045293e-05,2.7506182426834187e-06,8.943752673415722e-06,1.4520589983712592e-05,4.282259760131638e-06,0.008715089579861997,4.381644678560645e-06,0.038042138252690635,0.00029611636867890665,0.02899300062334957,0.0019051858015510488,0.028546943330223163,0.0008241154056862137,1.76240000032209e-05
1,593920,1096.9166919211334,False,290,16419_00000,2025-06-05_10-30-36,1749112236,1.8562500476837158,526.0742235183716,49426,Tegans-MacBook-Air.local,127.0.0.1,526.0742235183716,290,1.827506914360873,1.4774063018408467e-05,1.8273040658605688,1.1874962282427368,0.6375163036044271,0.000978364681613638,593920,0.06718700063042998,0.037313901677486855,7918,0.00018129100000052745,-74.34032103224078,-156.80385652437988,2048,75,75,7.588884011836278e-05,0.00033291700000059876,32.36046051335765,5.3685245964052685e-05,27,75.0,0.048206798303053244,-35.406778082384136,32.36046051335765,289.0,1096.9166919211334,1,0,0,28.066666666666666,82.46666666666667,0.00016757357012345766,-24.938023677413593,-24.571773677413592,-24.830523677413595,710,709,683,8.111529681462306e-05,609756,25.0,25.0,25.0,2102,197973,205891,205892,-38.73174281519904,21760,2.646977999612734e-24,4.596933,0.012431895,-0.067009605,6321792,1.209313,0.12791985,1.0,0.0005,43.895473,128.0,142854.0,0.01,4.51783,4.633832,290.0,21760,6321792,348160,2048.0,2048.0,142854.0,0.0,101148672,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10729355469363977,5.228349805148079e-06,2.579577868394673e-05,6.731931380338203e-05,1.1630511854954062e-05,1.5112478760859257e-05,9.436750327310798e-07,2.123230165166613e-06,3.015801639310846e-06,1.393060061989136e-05,2.750515988616898e-06,8.942233700089278e-06,1.4515188329379009e-05,4.282346877098943e-06,0.008707532361809555,4.381079106633751e-06,0.037810463692925275,0.00029474303036198396,0.02899027582282818,0.0019052976415051253,0.028589976002453724,0.0008240267711612889,1.7625108812606527e-05
1,595968,1117.749187151957,False,291,16419_00000,2025-06-05_10-30-38,1749112238,1.7987289428710938,527.8729524612427,49426,Tegans-MacBook-Air.local,127.0.0.1,527.8729524612427,291,1.8271814322972642,1.4764662388373057e-05,1.8269784464519627,1.1873496980403095,0.6373384076483832,0.0009778310347980216,595968,0.06712449017815797,0.03738553289501482,7946,0.00018129100000052745,-83.38604559294858,-165.2016220165562,2048,75,75,7.59084181011292e-05,0.00033291700000059876,32.335890035521295,5.3632620443131365e-05,28,75.0,0.04832242082199758,-35.849960727269774,32.335890035521295,290.0,1117.749187151957,1,0,0,29.46666666666667,83.23333333333333,0.00016754640529466052,-27.815765197649526,-27.818265197649524,-27.752015197649527,710,711,683,8.108412583388639e-05,611860,25.0,25.0,25.0,2104,198656,206602,206602,-38.5863310674379,21760,2.646977999612734e-24,5.241884,0.014426271,0.040275645,6343552,1.2224808,0.08540869,1.0,0.0005,117.09317,128.0,142854.0,0.01,5.269935,3.7613013,291.0,21760,6343552,348160,2048.0,2048.0,142854.0,0.0,101496832,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10709267267325963,5.22780672610061e-06,2.5812809399343105e-05,6.731821218726961e-05,1.1631252984003274e-05,1.5102799402048608e-05,9.433515336385787e-07,2.1229979777857933e-06,3.0165723599579102e-06,1.3918146206913272e-05,2.750764187790859e-06,8.940804993241846e-06,1.4504247106603365e-05,4.27943811078768e-06,0.00870002623746017,4.380515881674682e-06,0.037580318485529944,0.00029337792637453225,0.028987526609954878,0.0019054051635799684,0.028631081218606646,0.0008239396436862947,1.762708724580417e-05
1,598016,1059.2861680818924,False,292,16419_00000,2025-06-05_10-30-40,1749112240,1.9281160831451416,529.8010685443878,49426,Tegans-MacBook-Air.local,127.0.0.1,529.8010685443878,292,1.828093092554291,1.4760345764162696e-05,1.827889467817443,1.1882226289799065,0.6373602727418995,0.0009915710544503842,598016,0.06711113016733943,0.04002505203750587,7973,0.00018129100000052745,-70.65381494799958,-138.07673920566646,2048,75,75,7.649212577140426e-05,0.00033291700000059876,32.35471720782992,5.430037535744883e-05,27,75.0,0.048402293285260536,-35.849960727269774,32.35471720782992,291.0,1059.2861680818924,1,0,0,34.8,83.15,0.00016929807158296928,-23.4925216493332,-23.572521649333197,-23.588771649333196,710,710,682,8.173871595500205e-05,613962,25.0,25.0,25.0,2102,199338,207312,207312,-34.915751223192494,21760,2.646977999612734e-24,4.643846,0.013537522,-0.0032758282,6365312,1.1971568,0.23325145,1.0,0.0005,34.463932,128.0,142854.0,0.01,4.6285987,4.5952992,292.0,21760,6365312,348160,2048.0,2048.0,142854.0,0.0,101844992,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10689136442121773,5.277512422919702e-06,2.6013084606042343e-05,6.827851345401399e-05,1.1726688447821807e-05,1.5281492944883573e-05,9.504320980428418e-07,2.1395404853064762e-06,3.0315368803008166e-06,1.4089427690722734e-05,2.7695618565483245e-06,9.03837484331168e-06,1.4606207920271585e-05,4.343309356778093e-06,0.008692531990661586,4.379967413306563e-06,0.03735167278171323,0.0002920207292637956,0.028984720953756753,0.0019055102179491655,0.028670305191236267,0.0008238481310836878,1.762850529945596e-05
1,600064,1133.1952620486416,False,293,16419_00000,2025-06-05_10-30-41,1749112241,1.7760121822357178,531.5770807266235,49426,Tegans-MacBook-Air.local,127.0.0.1,531.5770807266235,293,1.8275314424587485,1.5225242306964175e-05,1.827325921479269,1.1880749693601071,0.63694521751448,0.0009905861739052523,600064,0.0671498567113651,0.037380137707511384,8000,0.00018129100000052745,-82.626490972479,-165.59461872800077,2048,75,75,7.636680296407677e-05,0.00033291700000059876,32.35825798922545,5.416022384156777e-05,27,75.0,0.04848036526511564,-45.88963184403811,32.35825798922545,292.0,1133.1952620486416,1,0,0,28.3,82.60000000000001,0.00016895379262166923,-27.159663657493002,-27.765913657493,-27.700913657493,710,709,683,8.161992713055145e-05,616064,25.0,25.0,25.0,2102,200021,208021,208022,-38.414846899122985,21760,2.646977999612734e-24,4.806637,0.01385627,-0.024543565,6387072,1.2357206,0.21048689,1.0,0.0005,58.069653,128.0,142854.0,0.01,4.7697363,4.7620554,293.0,21760,6387072,348160,2048.0,2048.0,142854.0,0.0,102193152,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10668969920444933,5.268973388611938e-06,2.5971039806169885e-05,6.808964189935105e-05,1.1709813864730896e-05,1.524932842566301e-05,9.490851807483059e-07,2.137820279766665e-06,3.0285586434697553e-06,1.4054768175812475e-05,2.7665176259952866e-06,9.020699134776498e-06,1.458958093236662e-05,4.331920767210644e-06,0.008685065501175229,4.3794376627211295e-06,0.0371245157809243,0.00029067412170264307,0.028981883649721592,0.001905618934914615,0.028707672576291435,0.0008237539922687738,1.7631290683309977e-05
1,602112,1125.661182076405,False,294,16419_00000,2025-06-05_10-30-43,1749112243,1.8076388835906982,533.3847196102142,49426,Tegans-MacBook-Air.local,127.0.0.1,533.3847196102142,294,1.8272949071941602,1.5197989884147372e-05,1.8270894730944764,1.1880921079965057,0.6366914836793347,0.0009914490621670067,602112,0.06716823600629222,0.0376915568600009,8028,0.00018129100000052745,-71.7588414731824,-127.84696537338124,2048,75,75,7.641808115947842e-05,0.00033291700000059876,32.33718419826263,5.418021730398281e-05,28,75.0,0.048462030705958024,-28.256350728022074,32.33718419826263,293.0,1125.661182076405,1,0,0,35.95,82.5,0.00016892291681203556,-24.033363824394137,-23.89086382439414,-23.834613824394136,710,711,683,8.165340446822824e-05,618168,25.0,25.0,25.0,2104,200704,208732,208732,-35.60810202968545,21888,2.646977999612734e-24,5.6213408,0.014558128,-0.045889582,6408960,1.200575,-0.30988443,1.0,0.0005,55.055016,128.0,142854.0,0.01,5.5634456,3.266873,294.0,21888,6408960,350208,2048.0,2048.0,142854.0,0.0,102543360,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10648779253057417,5.2684620149183236e-06,2.596391338283261e-05,6.803147102848415e-05,1.1712292871064882e-05,1.5245140711729106e-05,9.49631359459944e-07,2.1397851925459495e-06,3.0329002864002783e-06,1.4047276909479279e-05,2.773417177236843e-06,9.021837511005646e-06,1.4596285933964928e-05,4.330993542991155e-06,0.00867763540907953,4.37898051041618e-06,0.03689886192787298,0.00028933919421979173,0.028979027523771763,0.0019057318140189598,0.028743259120626374,0.0008236589431170502,1.763562000895843e-05
1,604160,1148.2606530847845,False,295,16419_00000,2025-06-05_10-30-45,1749112245,1.7701046466827393,535.154824256897,49426,Tegans-MacBook-Air.local,127.0.0.1,535.154824256897,295,1.8266856772822178,1.5178929984792957e-05,1.8264803133635321,1.1878468435865412,0.6363280205125414,0.0009912220715450365,604160,0.06717707846546148,0.03729552001500338,8055,0.00018129100000052745,-73.66896423377331,-127.84696537338124,2048,75,75,7.620445381647098e-05,0.00033291700000059876,32.35533675512825,5.399781461404894e-05,27,75.0,0.04839857250389925,-30.85614403805891,32.35533675512825,294.0,1148.2606530847845,1,0,0,31.76666666666667,82.43333333333334,0.00016850914096028095,-24.684238077924434,-24.43673807792443,-24.547988077924433,710,710,682,8.149168778251982e-05,620270,25.0,25.0,25.0,2102,201386,209442,209442,-37.16000392655521,21760,2.646977999612734e-24,4.9342465,0.012694244,0.00017554338,6430720,1.1936936,-0.26473808,1.0,0.0005,48.12221,128.0,142854.0,0.01,4.922485,3.8539822,295.0,21760,6430720,348160,2048.0,2048.0,142854.0,0.0,102891520,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10628558793275607,5.257872959556466e-06,2.5921130249862475e-05,6.780469308230854e-05,1.1690808417967901e-05,1.5200548230371787e-05,9.474019277305445e-07,2.135556563369725e-06,3.0299445051531634e-06,1.4001896742069673e-05,2.769297301193203e-06,8.995379898137392e-06,1.4571539884645799e-05,4.318032649895456e-06,0.008670219483075618,4.378502857393221e-06,0.036674700933704577,0.0002880127520744293,0.02897613314027595,0.001905842556947728,0.028777073354316993,0.0008235625695491332,1.7639420419029703e-05
1,606208,986.4944668642679,False,296,16419_00000,2025-06-05_10-30-47,1749112247,2.064394950866699,537.2192192077637,49426,Tegans-MacBook-Air.local,127.0.0.1,537.2192192077637,296,1.8290248896793952,1.514006068448258e-05,1.8288196314798975,1.1882068480606767,0.6383085636374161,0.0009901515108295025,606208,0.06721513437159914,0.03905282414749365,8082,0.00018129100000052745,-70.59829124074038,-119.5680421569549,2048,75,75,7.660347976185528e-05,0.00033291700000059876,32.37430956424498,5.4469720411435804e-05,27,75.0,0.04828946887134613,-40.18140125964459,32.37430956424498,295.0,986.4944668642679,1,0,0,30.133333333333336,82.7,0.00016950752167102496,-23.472763746913465,-23.541513746913466,-23.584013746913467,710,709,683,8.192962927498895e-05,622372,25.0,25.0,25.0,2102,202069,210151,210152,-34.09512211394521,21760,2.646977999612734e-24,4.6771345,0.014163388,-0.05875289,6452480,1.1799251,0.023830056,1.0,0.0005,34.729214,128.0,142854.0,0.01,4.606582,3.8856199,296.0,21760,6452480,348160,2048.0,2048.0,142854.0,0.0,103239680,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10610545497264129,5.270092887300859e-06,2.6096566379836747e-05,6.831022033803552e-05,1.1837393441209805e-05,1.526042606764919e-05,9.526639107069543e-07,2.1427997178443997e-06,3.035894346489871e-06,1.4115891168606221e-05,2.782599315501045e-06,9.046150669436913e-06,1.4637875336142883e-05,4.365036794289639e-06,0.008662951287050871,4.378038559381054e-06,0.03645202033152676,0.0002866954048525458,0.028973205133297677,0.0019059508910365197,0.028831359152421743,0.0008234636534582575,1.7642668758902512e-05
1,608256,1078.6811334260701,False,297,16419_00000,2025-06-05_10-30-49,1749112249,1.887742042541504,539.1069612503052,49426,Tegans-MacBook-Air.local,127.0.0.1,539.1069612503052,297,1.829563574112601,1.5107410078048482e-05,1.8293582830750983,1.1881880741600703,0.6388580725910412,0.0009954837457204046,608256,0.06725252062412271,0.03778258954750896,8110,0.00018129100000052745,-73.92443477756606,-144.09656932112955,2048,75,75,7.659540740657078e-05,0.00033291700000059876,32.35353211912931,5.4431092816029765e-05,28,75.0,0.048469938949302946,-33.25785834824087,32.35353211912931,296.0,1078.6811334260701,1,0,0,32.0,82.83333333333333,0.0001694437643164893,-24.661061592522024,-24.757311592522022,-24.506061592522023,710,711,683,8.189139492899079e-05,624476,25.0,25.0,25.0,2104,202752,210862,210862,-35.055887936809754,21888,2.646977999612734e-24,4.399676,0.013121985,0.023332926,6474368,1.2349689,0.17987394,1.0,0.0005,40.960583,128.0,142854.0,0.01,4.4106593,3.9100268,297.0,21888,6474368,350208,2048.0,2048.0,142854.0,0.0,103589888,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.10592464883383552,5.267200313436821e-06,2.6089206612282273e-05,6.827825345300302e-05,1.181717340455347e-05,1.525786862093894e-05,9.541417407226484e-07,2.1418789186323048e-06,3.0352963961121383e-06,1.410172174188707e-05,2.781665618012989e-06,9.039428043401411e-06,1.4644264265829056e-05,4.357208838225858e-06,0.008655702332998306,4.377562397047671e-06,0.03623082188379913,0.0002853897699998905,0.028970249202344936,0.0019060570324878348,0.028883488456328973,0.0008233627969322409,1.764552568993375e-05
1,610304,1148.3144933893655,False,298,16419_00000,2025-06-05_10-30-51,1749112251,1.7704708576202393,540.8774321079254,49426,Tegans-MacBook-Air.local,127.0.0.1,540.8774321079254,298,1.8289350917014746,1.5086755977045584e-05,1.8287299114943465,1.1879509959184695,0.6384660822851307,0.0009957522482634666,610304,0.06726732335992124,0.037232134810003,8137,0.00018129100000052745,-66.6249753425894,-132.8749199386064,2048,75,75,7.639420652597104e-05,0.00033291700000059876,32.35125771595651,5.4217504612632833e-05,27,75.0,0.0486616694020855,-33.25785834824087,32.35125771595651,297.0,1148.3144933893655,1,0,0,26.4,82.75,0.00016889538663506317,-22.1116584475298,-22.315408447529798,-22.197908447529798,710,710,682,8.170403835344703e-05,626578,25.0,25.0,25.0,2102,203434,211572,211572,-31.844898574755067,21760,2.646977999612734e-24,4.9059486,0.014685266,0.03399458,6496128,1.1923217,0.18076229,1.0,0.0005,43.632374,128.0,142854.0,0.01,4.9280195,4.155421,298.0,21760,6496128,348160,2048.0,2048.0,142854.0,0.0,103938048,0.0,5.5915999999989197e-05,4.999999999810711e-06,2.8083000000123093e-05,4.391700000017093e-05,2.1042000000193184e-05,4.9579999998883295e-06,0.1057431868265086,5.2615432480049066e-06,2.6016550886587032e-05,6.796022612544626e-05,1.1782346777013014e-05,1.5213462775291315e-05,9.516852568031649e-07,2.138632376996835e-06,3.0329425993708986e-06,1.4051690949775161e-05,2.777933071618402e-06,9.014456730168416e-06,1.4610589121340435e-05,4.3413316438020165e-06,0.008648460325398089,4.377095454105334e-06,0.036011079086392894,0.00028409374910379686,0.028967291456997918,0.0019061598268210209,0.02893349545074283,0.0008232595569713999,1.764924871545743e-05
