num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes_lifetime,env_runners/episode_return_min,env_runners/env_reset_timer,env_runners/weights_seq_no,env_runners/episode_len_min,env_runners/episode_len_mean,env_runners/num_episodes,env_runners/episode_return_mean,env_runners/connector_pipeline_timer,env_runners/env_step_timer,env_runners/episode_return_max,env_runners/rlmodule_inference_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_duration_sec_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/time_between_sampling,env_runners/num_env_steps_sampled,env_runners/env_to_module_sum_episodes_length_out,env_runners/sample,env_runners/episode_len_max,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/agent_steps/agent_0,env_runners/agent_steps/agent_2,env_runners/agent_steps/agent_1,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/num_module_steps_sampled/shared_policy,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_episode_returns_mean/shared_policy,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/agent_2,env_runners/num_agent_steps_sampled/agent_1,env_runners/num_agent_steps_sampled/agent_0,env_runners/num_agent_steps_sampled_lifetime/agent_2,env_runners/num_agent_steps_sampled_lifetime/agent_1,env_runners/num_agent_steps_sampled_lifetime/agent_0,env_runners/agent_episode_returns_mean/agent_2,env_runners/agent_episode_returns_mean/agent_1,env_runners/agent_episode_returns_mean/agent_0,learners/shared_policy/vf_explained_var,learners/shared_policy/weights_seq_no,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/policy_loss,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/num_trainable_parameters,learners/shared_policy/entropy,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/gradients_default_optimizer_global_norm,learners/shared_policy/num_module_steps_trained,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/mean_kl_loss,learners/shared_policy/total_loss,learners/shared_policy/curr_kl_coeff,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/vf_loss,learners/shared_policy/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,225280,1187.1529530357104,False,110,2301b_00000,2025-06-02_17-38-28,1748878708,1.7141149044036865,197.15437364578247,34831,Tegans-MacBook-Air.local,127.0.0.1,197.15437364578247,110,1.8275987030427583,1.4823830962290998e-05,1.827413368668596,1.1703418094556708,0.6547173463328091,0.0010149595546583544,3003,-99.58418978581736,0.00011158299999980414,109.0,75,75.0,27,-66.65685242131408,0.0002639579999996755,7.571471583972787e-05,-45.44226004279999,5.255546726528889e-05,32.36845515659953,0.03657802316250226,225280,0.04588046864488936,2048,32.36845515659953,0.06598164995689328,75,1187.1529530357104,1,0,0,18.25,81.45,25.0,25.0,25.0,231286,2102,7.972307111583292e-05,-33.45488129616907,0.00016538601547183264,709,710,683,78096,78097,75093,-22.27436747377135,-22.21186747377135,-22.170617473771348,-0.020769477,110.0,0.01,0.02647626,37.483456,142854.0,1.4443667,0.0005,2.772546,21760,128.0,0.005692079,5.0241446,4.1359031243948966e-26,1.0,5.012111,2397696,38363136,142854.0,21760,2048.0,0.0,2397696,2048.0,348160,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.17766393955470644,4.1677149790223805e-06,2.687047034328645e-06,3.0278916536608686e-06,1.4562849556567595e-05,8.737482661932267e-06,1.3471722578486139e-05,1.4938079055115493e-05,1.1499337032649993e-05,2.5231941674205338e-05,2.1319323374430344e-06,5.325814444913767e-06,6.613714526952934e-05,9.354384078487965e-07,0.028207016670856247,0.11439842792605301,1.670223946488945e-05,0.00189385581988059,4.584306776156e-06,0.0008955602847187075,0.020332420758352458,0.0007002095394540003,0.011007511102179953
1,227328,1158.54783197777,False,111,2301b_00000,2025-06-02_17-38-30,1748878710,1.7353148460388184,198.8896884918213,34831,Tegans-MacBook-Air.local,127.0.0.1,198.8896884918213,111,1.8266366205923308,1.4804342652769352e-05,1.8264510662319098,1.170176213861114,0.653920961619481,0.001014522459111692,3031,-91.11155598465669,0.00011158299999980414,110.0,75,75.0,28,-70.0395069597885,0.0002639579999996755,7.564630037443161e-05,-41.54830380051057,5.239596528835287e-05,32.34811053669079,0.036709438647496595,227328,0.04590140966361953,2048,32.34811053669079,0.06594009678650176,75,1158.54783197777,1,0,0,22.26666666666667,81.60000000000001,25.0,25.0,25.0,233390,2104,7.968666014632206e-05,-34.89641683029007,0.00016528996552190353,711,710,683,78807,78807,75776,-23.359835653262838,-23.37108565326284,-23.30858565326284,-0.054748654,111.0,0.01,-0.1449323,39.07061,142854.0,1.4192016,0.0005,3.462218,21888,128.0,0.00671853,3.8654618,4.1359031243948966e-26,1.0,4.024586,2419584,38713344,142854.0,21888,2048.0,0.0,2419584,2048.0,350208,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.1771400535475683,4.1652935857480416e-06,2.6856398581968895e-06,3.02583260113836e-06,1.455620111045429e-05,8.730864105535756e-06,1.3462866863175318e-05,1.4928468448242817e-05,1.1495175288008508e-05,2.5226364990683614e-05,2.1320250229789147e-06,5.3236115614675165e-06,6.607478083100428e-05,9.352807077321603e-07,0.02821773682182457,0.1138330688782942,1.6719944717901412e-05,0.0018939713603843805,4.584818160693067e-06,0.0008951179346038853,0.02038508974819692,0.0006970818970466818,0.010989485074733242
1,229376,1155.1282044954705,False,112,2301b_00000,2025-06-02_17-38-31,1748878711,1.7594029903411865,200.64909148216248,34831,Tegans-MacBook-Air.local,127.0.0.1,200.64909148216248,112,1.8259282106364076,1.965129922613605e-05,1.8257061655695905,1.170253777972503,0.6531001415832862,0.001013583484520495,3058,-119.12901867636471,0.00011158299999980414,111.0,75,75.0,27,-63.24479990534128,0.0002639579999996755,7.574057667378157e-05,-41.7709496010504,5.242069571989952e-05,32.34304774774894,0.037456791862500366,229376,0.045883168514353326,2048,32.34304774774894,0.06592511664516951,75,1155.1282044954705,1,0,0,25.549999999999997,81.80000000000001,25.0,25.0,25.0,235492,2102,7.991546635529628e-05,-32.51684914302752,0.00016544395642620173,710,710,682,79517,79517,76458,-21.12784996844708,-20.97659996844709,-21.140349968447087,-0.096577644,112.0,0.01,0.030801043,37.82967,142854.0,1.4324057,0.0005,2.608469,21888,128.0,0.0067043565,4.9661007,4.1359031243948966e-26,1.0,4.949624,2441472,39063552,142854.0,21888,2048.0,0.0,2441472,2048.0,350208,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.1766154632416174,4.174344744158685e-06,2.689728458283089e-06,3.029620802115066e-06,1.4595884108749638e-05,8.75500176709226e-06,1.3497586479503831e-05,1.494155529902808e-05,1.1505427502601288e-05,2.524913983027599e-05,2.132973090385396e-06,5.328872008813649e-06,6.614979378951035e-05,9.368618104191888e-07,0.02822838093480644,0.11326831600619795,1.673718404190769e-05,0.001894086154496108,4.5853191868609725e-06,0.0008946804379628892,0.02043648811196866,0.0006939565865335651,0.010971488137625248
1,231424,1188.0253364432301,False,113,2301b_00000,2025-06-02_17-38-33,1748878713,1.7126688957214355,202.3617603778839,34831,Tegans-MacBook-Air.local,127.0.0.1,202.3617603778839,113,1.8247572935300436,1.9586036233685423e-05,1.8245356901638947,1.170006671442778,0.6521787201674534,0.001012724729675351,3085,-119.12901867636471,0.00011158299999980414,112.0,75,75.0,27,-66.1258514306267,0.0002639579999996755,7.56149451123371e-05,-34.12594613675543,5.2228988288786185e-05,32.372356270375505,0.03651820399249708,231424,0.045816204839267974,2048,32.372356270375505,0.06588982070142309,75,1188.0253364432301,1,0,0,20.099999999999998,81.53333333333333,25.0,25.0,25.0,237594,2102,7.979939778249188e-05,-31.13423989385447,0.00016522556314609903,709,710,683,80226,80227,77141,-22.038200476875563,-22.084450476875563,-22.003200476875563,0.073144734,113.0,0.01,0.07591085,32.761875,142854.0,1.4403514,0.0005,3.1591494,21760,128.0,0.0056891968,3.864346,4.1359031243948966e-26,1.0,3.8028388,2463232,39411712,142854.0,21760,2048.0,0.0,2463232,2048.0,348160,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.1760899739072308,4.165051876369552e-06,2.6861263474784444e-06,3.0285953923257404e-06,1.4573911152782642e-05,8.739235429848509e-06,1.3466639517228967e-05,1.4925295546958834e-05,1.1496019399325218e-05,2.5218420043377164e-05,2.1301830779091872e-06,5.323372197041156e-06,6.603210139491198e-05,9.365562271400234e-07,0.028238797421046492,0.1127041539805558,1.6753860784962288e-05,0.0018941966055895617,4.58578501068871e-06,0.0008942399127612528,0.020486630674490146,0.0006908337615410058,0.010953491653251941
1,233472,1190.0664894447714,False,114,2301b_00000,2025-06-02_17-38-35,1748878715,1.7100329399108887,204.0717933177948,34831,Tegans-MacBook-Air.local,127.0.0.1,204.0717933177948,114,1.823573730594743,1.9499345871321913e-05,1.8233525995122557,1.16971889680835,0.6512836404657788,0.0010133383223784095,3112,-131.53687320202744,0.00011158299999980414,113.0,75,75.0,27,-71.72211159393159,0.0002639579999996755,7.547281127896469e-05,-25.760343077844546,5.202684217039687e-05,32.35795313287165,0.03651021834249889,233472,0.04569918797714006,2048,32.35795313287165,0.0658459774166087,75,1190.0664894447714,1,0,0,18.35,81.6,25.0,25.0,25.0,239696,2102,7.965697520877236e-05,-33.48465781979368,0.00016497173298329177,710,709,683,80936,80936,77824,-23.812787197977194,-23.831537197977195,-24.077787197977194,0.073132694,114.0,0.01,0.06313931,68.2411,142854.0,1.472877,0.0005,3.0913374,21760,128.0,0.0061495244,5.9678817,4.1359031243948966e-26,1.0,5.9194717,2484992,39759872,142854.0,21760,2048.0,0.0,2484992,2048.0,348160,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.17556365113820777,4.155158832814797e-06,2.683241867727377e-06,3.0255863439287322e-06,1.4547244737346349e-05,8.719442626363134e-06,1.3432613572067008e-05,1.490194384703295e-05,1.148101683747968e-05,2.5188826960702695e-05,2.126692152285716e-06,5.315114341131684e-06,6.58899075230477e-05,9.354841176969325e-07,0.028249006718668264,0.11214062364302589,1.676991357475131e-05,0.0018943019724456968,4.5862288861207956e-06,0.0008938000384198514,0.020535523978650005,0.0006877130639896449,0.010935491691352339
1,235520,1188.091069614683,False,115,2301b_00000,2025-06-02_17-38-37,1748878717,1.7121880054473877,205.7839813232422,34831,Tegans-MacBook-Air.local,127.0.0.1,205.7839813232422,115,1.8224220070387955,1.941851241267517e-05,1.8222013901871332,1.1694220524202665,0.650431327811121,0.0010119732691546916,3140,-131.53687320202744,0.00011158299999980414,114.0,75,75.0,28,-76.0509044560516,0.0002639579999996755,7.53245206255709e-05,-40.619196461716655,5.18277176610369e-05,32.3241326036451,0.036365614997498026,235520,0.04555060945015571,2048,32.3241326036451,0.0657881109832599,75,1188.091069614683,1,0,0,19.233333333333334,81.6,25.0,25.0,25.0,241800,2104,7.952197898485218e-05,-37.04054142816851,0.00016467300725770016,711,711,682,81647,81647,78506,-25.336134818683867,-25.366134818683868,-25.348634818683866,0.1819604,115.0,0.01,0.08108733,48.134113,142854.0,1.4610585,0.0005,4.260133,21888,128.0,0.0075579393,4.8886886,4.1359031243948966e-26,1.0,4.8222113,2506880,40110080,142854.0,21888,2048.0,0.0,2506880,2048.0,350208,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.17503656900217446,4.145890301068971e-06,2.6791594680261674e-06,3.0223797086974064e-06,1.4523096086468077e-05,8.703829644895266e-06,1.3404460488237059e-05,1.4877629576579055e-05,1.1468324549641952e-05,2.5147750397919185e-05,2.1238763177469802e-06,5.309306488168823e-06,6.57282286441191e-05,9.338140665274466e-07,0.028259004342195495,0.11157777632604853,1.678550332266432e-05,0.0018944083414041493,4.586642805543487e-06,0.0008933586250740027,0.020583176112059218,0.0006845951262131571,0.010917501142025403
1,237568,1119.7651117714713,False,116,2301b_00000,2025-06-02_17-38-38,1748878718,1.8180480003356934,207.60202932357788,34831,Tegans-MacBook-Air.local,127.0.0.1,207.60202932357788,116,1.8223411977984079,1.934266728874759e-05,1.8221209837852619,1.1691632160660639,0.6506117607830098,0.0010101022864632083,3167,-136.57790991291205,0.00011158299999980414,115.0,75,75.0,27,-73.02560926118457,0.0002639579999996755,7.526350059550912e-05,-41.18866711458169,5.1701783263704254e-05,32.34955521163127,0.03643900389999878,237568,0.04538593066356267,2048,32.34955521163127,0.0657232440411558,75,1119.7651117714713,1,0,0,18.25,81.6,25.0,25.0,25.0,243902,2102,7.943840246630119e-05,-35.51112659295607,0.00016449802289344147,709,710,683,82356,82357,79189,-24.402286420394848,-24.25228642039485,-24.371036420394848,-0.024654627,116.0,0.01,-0.07709989,73.51084,142854.0,1.4270055,0.0005,4.647676,21760,128.0,0.0061058905,5.4528427,4.1359031243948966e-26,1.0,5.5442133,2528640,40458240,142854.0,21760,2048.0,0.0,2528640,2048.0,348160,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.17451952813534802,4.14238189507672e-06,2.676533900723136e-06,3.0196351363743943e-06,1.451002123390345e-05,8.692637387362348e-06,1.3386986017080434e-05,1.4859822487834321e-05,1.1466243246391938e-05,2.5122847666158807e-05,2.122923014621545e-06,5.305170812881378e-06,6.562763094500559e-05,9.339466830793963e-07,0.02826884240838031,0.1110156605638464,1.68004875842613e-05,0.0018945105777861898,4.5870398236879775e-06,0.0008929149391912284,0.02064026126290238,0.0006814809091857975,0.01089955031291587
1,239616,1186.1939594001751,False,117,2301b_00000,2025-06-02_17-38-40,1748878720,1.7164008617401123,209.318430185318,34831,Tegans-MacBook-Air.local,127.0.0.1,209.318430185318,117,1.821236569980424,1.9255910615839774e-05,1.8210167135274093,1.1688965530754032,0.6497743752551797,0.0010101079335986037,3194,-149.23152761680913,0.00011158299999980414,116.0,75,75.0,27,-77.66384803403525,0.0002639579999996755,7.517708997332704e-05,-44.98384380831013,5.159421171956645e-05,32.359324181597664,0.03648153111249442,239616,0.04535524059887446,2048,32.359324181597664,0.06566144267676396,75,1186.1939594001751,1,0,0,18.433333333333334,81.60000000000001,25.0,25.0,25.0,246004,2102,7.937014463701875e-05,-39.11048718716055,0.00016434289107682143,710,709,683,83066,83066,79872,-25.927532678011758,-25.831282678011757,-25.905032678011757,0.30129236,117.0,0.01,0.093629204,43.070374,142854.0,1.4210829,0.0005,3.4295466,21760,128.0,0.0090671675,5.5370207,4.1359031243948966e-26,1.0,5.457601,2550400,40806400,142854.0,21760,2048.0,0.0,2550400,2048.0,348160,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.17400165406645787,4.137923107373712e-06,2.6737975214000057e-06,3.021650417185191e-06,1.4497886946915635e-05,8.684918506142582e-06,1.336948920081248e-05,1.4843926192726904e-05,1.1460625713112293e-05,2.5109726489900288e-05,2.121083597376618e-06,5.30016660022196e-06,6.553997631689702e-05,9.334184867850877e-07,0.028278499112807214,0.1104543286850557,1.6814872810291657e-05,0.0018946075869064481,4.58740773718934e-06,0.0008924702953636015,0.020695936609817476,0.0006783699086863625,0.010881578466974323
1,241664,1186.9329288114316,False,118,2301b_00000,2025-06-02_17-38-42,1748878722,1.7135038375854492,211.03193402290344,34831,Tegans-MacBook-Air.local,127.0.0.1,211.03193402290344,118,1.8201205396906195,1.9207521509566354e-05,1.8199012268121353,1.1686429221246493,0.6489132269226279,0.0010092939442625474,3222,-94.46943690602713,0.00011158299999980414,117.0,75,75.0,28,-65.5704513437233,0.0002639579999996755,7.513355534237694e-05,-31.11200304905904,5.1503251248139926e-05,32.341371161689054,0.036479769282501164,241664,0.04528343726239143,2048,32.341371161689054,0.06559537908535296,75,1186.9329288114316,1,0,0,20.05,81.6,25.0,25.0,25.0,248108,2104,7.931672231201311e-05,-32.17606163526917,0.0001642576757426147,711,711,682,83777,83777,80554,-21.731817114574437,-21.984317114574438,-21.85431711457443,0.2692461,118.0,0.01,-0.034576498,26.516737,142854.0,1.4347112,0.0005,4.018782,21888,128.0,0.0067095594,4.5349984,4.1359031243948966e-26,1.0,4.583922,2572288,41156608,142854.0,21888,2048.0,0.0,2572288,2048.0,350208,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.173482997159432,4.1379005461530985e-06,2.6714832121909e-06,3.01934680857935e-06,1.4489766328017136e-05,8.677344805444202e-06,1.3361095343806441e-05,1.4836430164869318e-05,1.145214083891329e-05,2.509909040355004e-05,2.1224680238764103e-06,5.299634001189993e-06,6.54958259409357e-05,9.330167132067317e-07,0.02828797178640474,0.10989381336118444,1.6828644483043473e-05,0.001894699554786524,4.587717888437627e-06,0.0008920258029186094,0.02075020500286798,0.0006752621259059992,0.010863602132120318
1,243712,1179.8935313508396,False,119,2301b_00000,2025-06-02_17-38-44,1748878724,1.7245991230010986,212.75653314590454,34831,Tegans-MacBook-Air.local,127.0.0.1,212.75653314590454,119,1.819128133463713,1.913002629464297e-05,1.8189092620440142,1.1685202683234028,0.6480455200634014,0.0010089351648198588,3249,-136.02433239012925,0.00011158299999980414,118.0,75,75.0,27,-77.78942158393188,0.0002639579999996755,7.519285567322154e-05,-39.15148040432769,5.1519819935322884e-05,32.35676998721359,0.036632673252497625,243712,0.04517906477744641,2048,32.35676998721359,0.0655345582608103,75,1179.8935313508396,1,0,0,20.566666666666666,81.73333333333333,25.0,25.0,25.0,250210,2102,7.937829799402324e-05,-38.81544615616018,0.00016439354340690932,709,710,683,84486,84487,81237,-25.838973861310635,-26.081473861310634,-25.868973861310632,0.36697543,119.0,0.01,-0.072057135,31.412249,142854.0,1.4556316,0.0005,3.361178,21760,128.0,0.006695091,4.3968487,4.1359031243948966e-26,1.0,4.4834623,2594048,41504768,142854.0,21760,2048.0,0.0,2594048,2048.0,348160,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.17296367752924,4.1409345927824235e-06,2.6766978890151577e-06,3.020995561763614e-06,1.4496683116050944e-05,8.688253363701371e-06,1.3378291421992135e-05,1.4848516854082637e-05,1.1460369256414752e-05,2.5118738162311724e-05,2.1233990390490024e-06,5.30094279128343e-06,6.557292539562681e-05,9.336190975509884e-07,0.028297282619119034,0.10933415565252208,1.6841917635060518e-05,0.001894786951750309,4.588008895887878e-06,0.0008915820032929807,0.02080312355109649,0.0006721579784903733,0.010845618911916696
1,245760,1179.2650596157173,False,120,2301b_00000,2025-06-02_17-38-45,1748878725,1.7255549430847168,214.48208808898926,34831,Tegans-MacBook-Air.local,127.0.0.1,214.48208808898926,120,1.8181558458790759,1.9049146031524624e-05,1.817937442343574,1.1683568989701685,0.6472393961127673,0.0010083699731718429,3276,-148.1390468034192,0.00011158299999980414,119.0,75,75.0,27,-71.20065191647954,0.0002639579999996755,7.524317984449372e-05,-41.355157409096805,5.1531093275759436e-05,32.369848522442226,0.03689265960750077,245760,0.04505279908284357,2048,32.369848522442226,0.06549648144918586,75,1179.2650596157173,1,0,0,20.799999999999997,81.85,25.0,25.0,25.0,252312,2102,7.941099004522109e-05,-35.4461118127906,0.00016448655941860786,710,709,683,85196,85196,81920,-23.74105063882652,-23.62230063882652,-23.83730063882652,-0.037843943,120.0,0.01,0.07794997,58.72796,142854.0,1.4288079,0.0005,4.3164587,21760,128.0,0.006520853,4.6242375,4.1359031243948966e-26,1.0,4.5605755,2615808,41852928,142854.0,21760,2048.0,0.0,2615808,2048.0,348160,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.1724437519877359,4.140168449523887e-06,2.6773908742374357e-06,3.0217651368922067e-06,1.4502709543116324e-05,8.695785151083023e-06,1.3384245011036083e-05,1.4854441004324844e-05,1.1467816180823976e-05,2.5131559350787385e-05,2.1226543898239344e-06,5.305367201607882e-06,6.561699492948144e-05,9.338271828038321e-07,0.028306412054600404,0.10877537983329687,1.6854671559587438e-05,0.0018948715266193404,4.5883061114008656e-06,0.0008911348770795716,0.020854741495360145,0.0006690579794104686,0.010827633754203935
1,247808,1065.6348878872059,False,121,2301b_00000,2025-06-02_17-38-47,1748878727,1.888929843902588,216.37101793289185,34831,Tegans-MacBook-Air.local,127.0.0.1,216.37101793289185,121,1.818826136170285,1.8972404571348513e-05,1.8186080350001381,1.1696938674804669,0.6465748421516395,0.0010078766834399977,3304,-123.48100674639511,0.00011158299999980414,120.0,75,75.0,28,-70.30248814185383,0.0002639579999996755,7.659164012834532e-05,-41.355157409096805,5.302495419896579e-05,32.35498675156777,0.042214814927496534,247808,0.04495107831726112,2048,32.35498675156777,0.06561038522416307,75,1065.6348878872059,1,0,0,32.63333333333333,82.3,25.0,25.0,25.0,254416,2104,8.080527071455076e-05,-35.97733725498637,0.000167183704155348,711,711,682,85907,85907,82602,-23.454996047284613,-23.428746047284612,-23.418746047284614,0.092277646,121.0,0.01,-0.10924385,34.937393,142854.0,1.4231116,0.0005,4.2324796,21888,128.0,0.0068385387,5.004794,4.1359031243948966e-26,1.0,5.1282687,2637696,42203136,142854.0,21888,2048.0,0.0,2637696,2048.0,350208,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.17192336041430895,4.25230298233713e-06,2.7060794756828356e-06,3.0609576433233944e-06,1.4705532001635718e-05,8.863360941597877e-06,1.3834195314640968e-05,1.5100710359854069e-05,1.1684998668955805e-05,2.553499874321518e-05,2.145643095923294e-06,5.346487219496321e-06,6.697560602535874e-05,9.428300759469463e-07,0.028315387093910235,0.10821755344819091,1.6870407013858187e-05,0.0018949575812958158,4.588555181713657e-06,0.0008906881851901025,0.020905064114183414,0.0006659634562143139,0.01080967220025424
1,249856,1153.2567793787218,False,122,2301b_00000,2025-06-02_17-38-49,1748878729,1.76556396484375,218.1365818977356,34831,Tegans-MacBook-Air.local,127.0.0.1,218.1365818977356,122,1.8182512118885823,1.889351052567467e-05,1.8180326921501366,1.1696282396456623,0.6460628341501232,0.0010091641666057488,3331,-124.07176345338422,0.00011158299999980414,121.0,75,75.0,27,-73.03171521348436,0.0002639579999996755,7.652800054613585e-05,-40.5090605212661,5.290643493929989e-05,32.35931019836206,0.037134406974996495,249856,0.04485662820486143,2048,32.35931019836206,0.06576204837096888,75,1153.2567793787218,1,0,0,20.5,82.45,25.0,25.0,25.0,256518,2102,8.071726978942761e-05,-35.48949718190286,0.00016712307744827344,709,710,683,86616,86617,83285,-24.39932173782812,-24.304321737828122,-24.32807173782812,-0.15527713,122.0,0.01,-0.01683873,54.70586,142854.0,1.4421486,0.0005,3.6814218,21760,128.0,0.0077579836,4.6566586,4.1359031243948966e-26,1.0,4.6879187,2659456,42551296,142854.0,21760,2048.0,0.0,2659456,2048.0,348160,0.0,1.2416999999764755e-05,4.125000000243517e-06,4.5829999999469325e-06,3.0999999999892225e-05,2.0083999999975788e-05,4.720799999979874e-05,0.17140248527215177,4.245087800132292e-06,2.706433725288271e-06,3.05759888868489e-06,1.4700878012238606e-05,8.853716463459166e-06,1.3797026085696676e-05,1.5093927690381974e-05,1.1662928836551692e-05,2.5513554086713768e-05,2.145876868601635e-06,5.3465000893660955e-06,6.697287731227805e-05,9.426383834292554e-07,0.028324194428728407,0.10766068715700373,1.6885625591887015e-05,0.0018950398361261005,4.588769540010096e-06,0.0008902380469507146,0.020954095298180687,0.0006628760551841405,0.010791726909808114
