num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/env_step_timer,env_runners/sample,env_runners/env_to_module_sum_episodes_length_out,env_runners/rlmodule_inference_timer,env_runners/connector_pipeline_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/episode_len_max,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/num_episodes,env_runners/num_episodes_lifetime,env_runners/weights_seq_no,env_runners/time_between_sampling,env_runners/env_reset_timer,env_runners/num_env_steps_sampled,env_runners/episode_len_mean,env_runners/episode_return_mean,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/module_episode_returns_mean/shared_policy,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/agent_episode_returns_mean/agent_1,env_runners/agent_episode_returns_mean/agent_2,env_runners/agent_episode_returns_mean/agent_0,env_runners/num_module_steps_sampled/shared_policy,env_runners/num_agent_steps_sampled_lifetime/agent_2,env_runners/num_agent_steps_sampled_lifetime/agent_1,env_runners/num_agent_steps_sampled_lifetime/agent_0,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/num_agent_steps_sampled/agent_1,env_runners/num_agent_steps_sampled/agent_2,env_runners/num_agent_steps_sampled/agent_0,env_runners/agent_steps/agent_2,env_runners/agent_steps/agent_1,env_runners/agent_steps/agent_0,learners/shared_policy/policy_loss,learners/shared_policy/weights_seq_no,learners/shared_policy/num_trainable_parameters,learners/shared_policy/vf_loss,learners/shared_policy/vf_explained_var,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/entropy,learners/shared_policy/mean_kl_loss,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/curr_kl_coeff,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/gradients_default_optimizer_global_norm,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/num_module_steps_trained,learners/shared_policy/total_loss,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/vf_loss_unclipped,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/numpy_to_tensor,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch
1,616448,1127.613335233893,False,301,5a2d7_00000,2025-06-04_17-00-39,1749049239,1.7810261249542236,551.4606754779816,46435,Tegans-MacBook-Air.local,127.0.0.1,551.4606754779816,301,1.8394038024228998,1.3413716088822213e-05,1.839197640818463,1.1857925927284234,0.6510963918114688,0.0009982836358958316,7.641382504655605e-05,0.06697107075792536,32.33124859649391,5.337928463152443e-05,0.0004924169999993566,32.33124859649391,0.03755275001750135,75,75,616448,-43.47557876930252,-111.3145742624684,27,8219,300.0,0.04792653166326556,0.00032916700000029664,2048,75.0,-65.71597895269771,1127.613335233893,1,0,0,23.85,81.35,0.00016731457723766856,-32.25965677861362,8.178389598630854e-05,-21.90032631756591,-21.776576317565905,-22.03907631756591,2102,213702,213702,205482,632886,710,710,682,25.0,25.0,25.0,0.03781879,301.0,142854.0,4.634354,0.19349039,0.0005,1.1942776,0.010966209,1.0,3.3087224995159173e-25,0.01,4.490657,6561536,21760,4.66023,128.0,27.695793,142854.0,104984576,0.0,2048.0,6561536,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.1122953607204085,2.125422653734011e-06,2.5348587224535388e-05,9.429699991933445e-07,5.213169356822671e-06,1.1699192231630141e-05,1.5040504371786185e-05,6.74623015646858e-05,1.4828010637635442e-05,2.755071016886296e-06,9.105209815372064e-06,3.114499198698754e-06,1.383059750255658e-05,4.399298116567025e-06,0.0008286503479017595,0.0020303325847865856,0.030254289014723188,5.039497757240632e-06,0.040324456408790954,0.0002833911195863831,0.008478922556490411,2.5765879923230455e-05,0.029908556496799726
1,618496,1130.724855110457,False,302,5a2d7_00000,2025-06-04_17-00-40,1749049240,1.8014159202575684,553.2620913982391,46435,Tegans-MacBook-Air.local,127.0.0.1,553.2620913982391,302,1.8389790177286707,1.3387488928158357e-05,1.8387726485802773,1.1855014105511388,0.6509546583133545,0.0010031716395370583,7.62208141284122e-05,0.06693898103716706,32.35785696225452,5.317291173799771e-05,0.0004924169999993566,32.35785696225452,0.036896729415008454,75,75,618496,-37.97267775581213,-138.9950477074684,27,8246,301.0,0.0478128747937395,0.00032916700000029664,2048,75.0,-73.27603061186956,1130.724855110457,1,0,0,28.46666666666667,81.6,0.000166886525585193,-38.049865396285306,8.15989264071892e-05,-24.45784353728985,-24.325343537289847,-24.492843537289847,2102,214411,214412,206165,634988,710,709,683,25.0,25.0,25.0,-0.10381059,302.0,142854.0,5.260797,0.040337622,0.0005,1.2606351,0.011604022,1.0,3.3087224995159173e-25,0.01,4.1091104,6583296,21760,5.1443806,128.0,34.616028,142854.0,105332736,0.0,2048.0,6583296,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11206672755100826,2.1211182242535597e-06,2.528936679578138e-05,9.423465205814134e-07,5.205894459153485e-06,1.1681350199960357e-05,1.5001949729154604e-05,6.725353587658302e-05,1.4793145978170895e-05,2.750802158285297e-06,9.080471223457366e-06,3.1115391083963667e-06,1.3779268063359855e-05,4.387729689970332e-06,0.0008286032809037254,0.0020303393763177026,0.030288623695582773,5.037656583813866e-06,0.04007416584606021,0.0002820952921249285,0.008473050298597485,2.5729604783480102e-05,0.029903400234111033
1,620544,895.9088507374647,False,303,5a2d7_00000,2025-06-04_17-00-43,1749049243,2.271841049194336,555.5339324474335,46435,Tegans-MacBook-Air.local,127.0.0.1,555.5339324474335,303,1.8432653329713846,1.3406944038524896e-05,1.843058075434475,1.1874518160256284,0.653289111320221,0.0010042178431425314,7.828537715633058e-05,0.06705924960215842,32.35641095487326,5.5083017872900074e-05,0.0004924169999993566,32.35641095487326,0.04330423770250576,75,75,620544,-35.16573881770682,-115.87902656050369,27,8273,302.0,0.047751349122118404,0.00032916700000029664,2048,75.0,-67.61709621706632,895.9088507374647,1,0,0,50.1,83.3,0.00017089426148508076,-33.41483872268731,8.318587507759625e-05,-22.576115405688775,-22.422365405688776,-22.618615405688775,2102,215121,215121,206848,637090,709,710,683,25.0,25.0,25.0,-0.10195285,303.0,142854.0,4.4073286,0.16872013,0.0005,1.2654065,0.012652613,1.0,3.3087224995159173e-25,0.01,4.6752753,6605056,21760,4.2927213,128.0,35.95879,142854.0,105680896,0.0,2048.0,6605056,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11186045411302398,2.153618504516893e-06,2.5756570112162566e-05,9.608464132155804e-07,5.262805758182073e-06,1.1854388663151823e-05,1.532472511754015e-05,6.965564768947675e-05,1.5106354892155582e-05,2.801519750013983e-06,9.310280258581386e-06,3.163906918944139e-06,1.4245669923086318e-05,4.516494810658207e-06,0.0008285571902108686,0.002030392777959717,0.030343529816423694,5.035802484085518e-06,0.039825560278143206,0.00028080842130074235,0.008467202493606772,2.5694899358531253e-05,0.029898259720226427
1,622592,1138.4673677018168,False,304,5a2d7_00000,2025-06-04_17-00-45,1749049245,1.7823827266693115,557.3163151741028,46435,Tegans-MacBook-Air.local,127.0.0.1,557.3163151741028,304,1.842618530061671,1.3387044598100368e-05,1.84241148635013,1.1872604228653718,0.6528361193770194,0.0010030585747113447,7.792140872176578e-05,0.067223944095568,32.336139767878464,5.476132221372673e-05,0.0004924169999993566,32.336139767878464,0.037592378655002395,75,75,622592,-37.86481296299422,-135.75263996349446,28,8301,303.0,0.04807023312184964,0.00032916700000029664,2048,75.0,-72.82448444898814,1138.4673677018168,1,0,0,25.3,83.03333333333333,0.00017014254089608037,-35.521152998751184,8.284544255014316e-05,-24.074828149662718,-24.284828149662715,-24.46482814966272,2104,215832,215832,207530,639194,711,711,682,25.0,25.0,25.0,0.017454816,304.0,142854.0,5.067631,0.35886663,0.0005,1.2167233,0.0113099385,1.0,3.3087224995159173e-25,0.01,4.6493883,6626944,21888,5.072919,128.0,40.259346,142854.0,106031104,0.0,2048.0,6626944,2048.0,21888,350208,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11165353321264428,2.146110881932564e-06,2.5669385097694436e-05,9.566968268140713e-07,5.249160766401433e-06,1.1818540956426546e-05,1.526385249762061e-05,6.923106786468248e-05,1.5030538180499538e-05,2.794069274909803e-06,9.26680155628714e-06,3.1536553282667444e-06,1.414739808660159e-05,4.492319677903652e-06,0.0008285107860037743,0.0020304353401312584,0.030396132669178243,5.033873400700541e-06,0.039578629896699934,0.00027952976586383024,0.008461380848086016,2.5659623381602926e-05,0.029893076839096103
1,624640,1100.5969623951537,False,305,5a2d7_00000,2025-06-04_17-00-46,1749049246,1.8491966724395752,559.1655118465424,46435,Tegans-MacBook-Air.local,127.0.0.1,559.1655118465424,305,1.8426451210110544,1.336692415311115e-05,1.842438292736628,1.1870543178067179,0.6530696756832496,0.0010034988289641567,7.75941626454405e-05,0.06731232205073637,32.36011246236942,5.4450507454031895e-05,0.0004924169999993566,32.36011246236942,0.03696477408748507,75,75,624640,-38.589040758133,-118.64665742941523,27,8328,304.0,0.048251156140639496,0.00032916700000029664,2048,75.0,-67.70977947882425,1100.5969623951537,1,0,0,23.85,83.1,0.000169424876036008,-32.259866406875005,8.257069910989422e-05,-22.45409315960809,-22.631593159608087,-22.624093159608087,2102,216541,216542,208213,641296,710,709,683,25.0,25.0,25.0,0.081860036,305.0,142854.0,5.0795355,0.44595695,0.0005,1.2238666,0.013240155,1.0,3.3087224995159173e-25,0.01,4.639383,6648704,21760,5.1491566,128.0,30.320154,142854.0,106379264,0.0,2048.0,6648704,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11144601318486087,2.1411901482605255e-06,2.558104328285502e-05,9.541362066041898e-07,5.23673748574084e-06,1.1788379063264597e-05,1.5209440635137191e-05,6.88199550860165e-05,1.4971022476934128e-05,2.787411700300319e-06,9.227018308119626e-06,3.1459628192499704e-06,1.4072904654798587e-05,4.476016014487988e-06,0.0008284754374617994,0.002030463924281564,0.030446456586896056,5.03205021873413e-06,0.039333345554357704,0.00027825995689352714,0.008455577894426315,2.562448343427226e-05,0.029887901218816366
1,626688,1068.3252137400552,False,306,5a2d7_00000,2025-06-04_17-00-48,1749049248,1.9064760208129883,561.0719878673553,46435,Tegans-MacBook-Air.local,127.0.0.1,561.0719878673553,306,1.8432288727209436,1.3357424912652382e-05,1.8430217748092617,1.1873357408786505,0.6533708351764179,0.0010046217506752624,7.778032615572605e-05,0.06738595859880137,32.36442919106746,5.464462199535441e-05,0.0004924169999993566,32.36442919106746,0.0385247969199915,75,75,626688,-41.193564562795444,-129.71073379360678,27,8355,305.0,0.04842546667101101,0.00032916700000029664,2048,75.0,-69.24029262214674,1068.3252137400552,1,0,0,34.266666666666666,83.26666666666667,0.00016985697336483393,-33.98264553822342,8.275428330295098e-05,-23.235514207382234,-23.193014207382237,-22.811764207382236,2102,217251,217251,208896,643398,709,710,683,25.0,25.0,25.0,-0.08195727,306.0,142854.0,3.8246245,0.37120974,0.0005,1.2452075,0.014133875,1.0081967,3.3087224995159173e-25,0.01,3.6076126,6670464,21760,3.730215,128.0,23.034906,142854.0,106727424,0.0,2048.0,6670464,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11123829393761188,2.146208717655349e-06,2.5624840026805372e-05,9.55907047020706e-07,5.256187771549819e-06,1.181276976842593e-05,1.524838972745866e-05,6.90608457888985e-05,1.5001578474389308e-05,2.7958795047101185e-06,9.250386883841107e-06,3.1497506204936846e-06,1.4128730838332682e-05,4.490075632155294e-06,0.0008284452448120706,0.002030505197314852,0.0304946076837926,5.031814313057176e-06,0.03908977209007265,0.0002770010994260469,0.008449853545054998,2.5589496923551344e-05,0.029882868907458303
1,628736,1088.0417044005374,False,307,5a2d7_00000,2025-06-04_17-00-50,1749049250,1.8667070865631104,562.9386949539185,46435,Tegans-MacBook-Air.local,127.0.0.1,562.9386949539185,307,1.843417709833734,1.3374260663358703e-05,1.843210211231169,1.1878499830498632,0.6530444718246529,0.0010033763631682097,7.8250983815175e-05,0.06752091429813446,32.3402388688915,5.504082574551369e-05,0.0004924169999993566,32.3402388688915,0.03996186876499735,75,75,628736,-34.84556115023874,-129.71073379360678,28,8383,306.0,0.04861276342066655,0.00032916700000029664,2048,75.0,-69.16411522283722,1088.0417044005374,1,0,0,33.76666666666666,82.93333333333334,0.00017072625582693972,-33.66114738736672,8.319769999889988e-05,-23.058038407612408,-23.12678840761241,-22.979288407612408,2104,217962,217962,209578,645502,711,711,682,25.0,25.0,25.0,0.047108646,307.0,142854.0,3.7450426,0.23351985,0.0005,1.2561857,0.013575725,1.0,3.3087224995159173e-25,0.01,3.5384955,6692352,21888,3.7795894,128.0,29.197672,142854.0,107077632,0.0,2048.0,6692352,2048.0,21888,350208,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.1110301570114894,2.1532218660417213e-06,2.5742647090196786e-05,9.600547197153042e-07,5.2740989373321495e-06,1.1850917663308875e-05,1.5353087624099146e-05,6.953500056391588e-05,1.5076581823482257e-05,2.808508412917772e-06,9.351206761835056e-06,3.157544681798506e-06,1.421296845710467e-05,4.515310727048763e-06,0.0008284164459715964,0.0020305391650950397,0.030540609608892523,5.031513220471145e-06,0.03884785395211786,0.00027575000561222765,0.008444164158181663,2.5554647694696372e-05,0.029877872364705522
1,630784,1135.1462351084,False,308,5a2d7_00000,2025-06-04_17-00-52,1749049252,1.79103684425354,564.729731798172,46435,Tegans-MacBook-Air.local,127.0.0.1,564.729731798172,308,1.842857569405397,1.3367178056475816e-05,1.842650421208857,1.187788061549365,0.6525489887764064,0.0010019271795357787,7.801634241171094e-05,0.0676305037156102,32.350095652923855,5.485066873868107e-05,0.0004924169999993566,32.350095652923855,0.037789537035001784,75,75,630784,-30.25017293947828,-106.46770503169903,27,8410,307.0,0.04870987784004125,0.00032916700000029664,2048,75.0,-63.70714374130178,1135.1462351084,1,0,0,27.0,82.55000000000001,0.0001703020039336295,-31.221973575510738,8.302755697242725e-05,-21.259464580433924,-21.395714580433925,-21.051964580433925,2102,218671,218672,210261,647604,710,709,683,25.0,25.0,25.0,-0.098164104,308.0,142854.0,3.2365365,0.45400167,0.0005,1.211335,0.0113670025,1.0,3.3087224995159173e-25,0.01,4.0298686,6714112,21760,3.126259,128.0,21.431831,142854.0,107425792,0.0,2048.0,6714112,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11082146065279559,2.1499767297635667e-06,2.5685703106705692e-05,9.578589629109344e-07,5.2701699940702285e-06,1.1831292757186504e-05,1.5326133600580877e-05,6.929837362437631e-05,1.504060289753872e-05,2.8068231081422985e-06,9.329457685709624e-06,3.156324414987317e-06,1.4167114443609344e-05,4.502337268049244e-06,0.0008283844201834478,0.0020305644029998886,0.030584441943022064,5.031135768300556e-06,0.038607568174713155,0.0002745059418647436,0.008438478019591291,2.55193074007234e-05,0.029872855415917048
1,632832,1107.3575882314253,False,309,5a2d7_00000,2025-06-04_17-00-54,1749049254,1.8374600410461426,566.5671918392181,46435,Tegans-MacBook-Air.local,127.0.0.1,566.5671918392181,309,1.8427653732913423,1.3353916275819647e-05,1.842558537416769,1.1879825555238714,0.652263889718642,0.0010013320777407504,7.801463574742077e-05,0.06769902762754879,32.371555647405295,5.488458396988658e-05,0.0004924169999993566,32.371555647405295,0.03833076035750764,75,75,632832,-34.64668003490053,-106.10955273485229,27,8437,308.0,0.048714171241109286,0.00032916700000029664,2048,75.0,-68.69921781637657,1107.3575882314253,1,0,0,25.833333333333332,82.43333333333334,0.00017040025942386295,-36.031337826855754,8.309927306607591e-05,-22.973489272125512,-22.800989272125513,-22.92473927212551,2102,219381,219381,210944,649706,709,710,683,25.0,25.0,25.0,0.017333241,309.0,142854.0,4.5700374,-0.25422668,0.0005,1.2283753,0.013389614,1.0,3.3087224995159173e-25,0.01,3.5534244,6735872,21760,4.575087,128.0,40.69628,142854.0,107773952,0.0,2048.0,6735872,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11061222421807451,2.1502938996248143e-06,2.570052751308037e-05,9.589776655024257e-07,5.268038365378555e-06,1.1845239459235448e-05,1.5341195616969364e-05,6.935756293857644e-05,1.5055588970716906e-05,2.812229839114931e-06,9.349337896572184e-06,3.161581810962859e-06,1.4177764803771024e-05,4.50401399570427e-06,0.0008283501723664612,0.002030578769730129,0.030626147552808125,5.030704413852706e-06,0.038368903939961334,0.00027326922189164685,0.008432793291556905,2.548357674786561e-05,0.029867807781367876
1,634880,1115.5403589012058,False,310,5a2d7_00000,2025-06-04_17-00-56,1749049256,1.8256359100341797,568.3928277492523,46435,Tegans-MacBook-Air.local,127.0.0.1,568.3928277492523,310,1.8425485803884285,1.3327467113999564e-05,1.8423418703726016,1.1877954949686318,0.6522358145714556,0.001000351256964128,7.76894315883965e-05,0.06774456474504209,32.356135933862056,5.4570188042565894e-05,0.0004924169999993566,32.356135933862056,0.03734777751997911,75,75,634880,-29.45068696300812,-106.88993855312904,28,8465,309.0,0.048678698066193384,0.00032916700000029664,2048,75.0,-63.8477272273236,1115.5403589012058,1,0,0,24.633333333333336,82.43333333333334,0.0001697673945836061,-30.638918432062074,8.286735356245104e-05,-21.321325742441218,-21.19882574244122,-21.32757574244122,2104,220092,220092,211626,651810,711,711,682,25.0,25.0,25.0,0.11082611,310.0,142854.0,4.240319,-0.007436514,0.0005,1.2216285,0.012748824,1.0,3.3087224995159173e-25,0.01,3.4043334,6757760,21888,4.338928,128.0,36.609947,142854.0,108124160,0.0,2048.0,6757760,2048.0,21888,350208,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11040280494928259,2.1460644279000796e-06,2.5628620939175036e-05,9.551280278449813e-07,5.258268826191635e-06,1.1823109911516945e-05,1.5289468786434346e-05,6.898327868707697e-05,1.5002504422189727e-05,2.80498084273342e-06,9.309391072232816e-06,3.1557236516549374e-06,1.4106064209552855e-05,4.485151868144293e-06,0.000828315146063798,0.002030580505185465,0.03066575726870416,5.030195272921263e-06,0.03813186173308708,0.0002720397190238235,0.008427431806081244,2.544746297732799e-05,0.029862734651468093
1,636928,995.6423026197265,False,311,5a2d7_00000,2025-06-04_17-00-58,1749049258,2.00715708732605,570.3999848365784,46435,Tegans-MacBook-Air.local,127.0.0.1,570.3999848365784,311,1.8441569533345434,1.3324192443668218e-05,1.843950281668876,1.1898795820989452,0.6517616089257411,0.0009995406643949736,7.767098982717329e-05,0.06776955554831292,32.34960190156504,5.454238424148208e-05,0.0004924169999993566,32.34960190156504,0.0380590101799956,75,75,636928,-36.83131402522164,-100.91853433145292,27,8492,310.0,0.04873736342787191,0.00032916700000029664,2048,75.0,-62.534797234457876,995.6423026197265,1,0,0,28.166666666666668,81.96666666666665,0.00016978092214646638,-30.13949356981736,8.287202164075545e-05,-20.69034907815262,-20.830349078152622,-21.014099078152622,2102,220801,220802,212309,653912,710,709,683,25.0,25.0,25.0,0.037536465,311.0,142854.0,4.583731,0.07206279,0.0005,1.2623473,0.011775453,1.0,3.3087224995159173e-25,0.01,3.497041,6779520,21760,4.6086445,128.0,37.267746,142854.0,108472320,0.0,2048.0,6779520,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.11019304603514468,2.1469105617643814e-06,2.564375695005091e-05,9.561135682477012e-07,5.258043242506489e-06,1.1826823141331279e-05,1.5293977752170617e-05,6.896418927535583e-05,1.5013476622218997e-05,2.8079733146626013e-06,9.307623692858047e-06,3.1597632130819806e-06,1.4101058196343221e-05,4.488837716308251e-06,0.0008282779560699447,0.0020305755522547152,0.03070335043382699,5.029643244360243e-06,0.03789643277575632,0.00027081873759115935,0.008422109620985935,2.541133982452708e-05,0.029857683849288167
1,638976,1123.3045447692516,False,312,5a2d7_00000,2025-06-04_17-01-00,1749049260,1.8128430843353271,572.2128279209137,46435,Tegans-MacBook-Air.local,127.0.0.1,572.2128279209137,312,1.8437997208911983,1.3305950518372753e-05,1.843593008432187,1.1896594479379552,0.6516047107464832,0.001018027757751588,7.738460245893886e-05,0.0677683180561369,32.371577519520194,5.427805488539519e-05,0.0004924169999993566,32.371577519520194,0.03729272273750411,75,75,638976,-31.976913513549174,-129.1763386248246,27,8519,311.0,0.048947031646225075,0.00032916700000029664,2048,75.0,-68.83122802287926,1123.3045447692516,1,0,0,23.65,81.75,0.00016922548978322432,-32.9483353427029,8.264205379716498e-05,-22.9924926742931,-22.9312426742931,-22.9074926742931,2102,221511,221511,212992,656014,709,710,683,25.0,25.0,25.0,0.041706897,312.0,142854.0,4.1892567,0.29226738,0.0005,1.1991881,0.012289891,1.0,3.3087224995159173e-25,0.01,5.8833847,6801280,21760,4.2189713,128.0,29.65586,142854.0,108820480,0.0,2048.0,6801280,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.10998312574379461,2.141902067362012e-06,2.557788027579364e-05,9.551784043552088e-07,5.24971053314326e-06,1.1798084346516435e-05,1.5239925581605076e-05,6.862556034679513e-05,1.4964937718393651e-05,2.8001354094435887e-06,9.268039353081866e-06,3.1515996645188836e-06,1.4036381487841644e-05,4.4684377021199585e-06,0.0008282377283613614,0.002030568065332053,0.03073899973912049,5.029020036849547e-06,0.03766260617389886,0.0002696053093152441,0.008416886765511927,2.537509848848228e-05,0.029852709077186693
1,641024,929.8864271770125,False,313,5a2d7_00000,2025-06-04_17-01-02,1749049262,2.1893718242645264,574.4021997451782,46435,Tegans-MacBook-Air.local,127.0.0.1,574.4021997451782,313,1.8472158291022864,1.3292471012780249e-05,1.847009014597865,1.193460573038575,0.6512194811390183,0.0010192162301745009,7.939745517478747e-05,0.06814485312491686,32.35536154206264,6.665659329247924e-05,0.0004924169999993566,32.35536154206264,0.052038897044996875,75,75,641024,-31.976913513549174,-151.7467446842585,27,8546,312.0,0.04908533247066598,0.00032916700000029664,2048,75.0,-69.78473804152361,929.8864271770125,1,0,0,49.06666666666666,82.73333333333333,0.00017429480980218217,-34.86411378862789,8.449966747985496e-05,-23.2682460138412,-23.281996013841198,-23.2344960138412,2102,222221,222221,213674,658116,710,710,682,25.0,25.0,25.0,0.14385353,313.0,142854.0,5.1197925,0.27179748,0.0005,1.2445385,0.01306207,1.0,3.3087224995159173e-25,0.01,4.379629,6823040,21760,5.251201,128.0,58.253044,142854.0,109168640,0.0,2048.0,6823040,2048.0,21760,348160,0.0,4.737500000029371e-05,7.45000000001994e-05,5.499999999436511e-06,2.7291999999512484e-05,5.416699999916119e-05,5.708000000659297e-06,0.10977297640366802,2.1803697930554806e-06,2.622328042946012e-05,9.839664040066015e-07,5.316844322461425e-06,1.2012447290132399e-05,1.562904897120568e-05,7.118370078607847e-05,1.528249294241735e-05,2.8390551932545724e-06,9.527610150082874e-06,3.2198894176639386e-06,1.4650929142360135e-05,4.594947515322198e-06,0.0008282027857113415,0.002030562387292619,0.030772678823264742,5.028918829166336e-06,0.037430393185800985,0.0002684021386310899,0.0084116783477853,2.5339103345180662e-05,0.02984782268634232
