num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_min,env_runners/num_env_steps_sampled,env_runners/env_reset_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/weights_seq_no,env_runners/num_env_steps_sampled_lifetime,env_runners/env_step_timer,env_runners/connector_pipeline_timer,env_runners/episode_len_max,env_runners/episode_len_mean,env_runners/episode_duration_sec_mean,env_runners/sample,env_runners/episode_return_mean,env_runners/rlmodule_inference_timer,env_runners/time_between_sampling,env_runners/episode_return_min,env_runners/num_episodes,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_episodes_lifetime,env_runners/episode_return_max,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_agent_steps_sampled_lifetime/agent_0,env_runners/num_agent_steps_sampled_lifetime/agent_2,env_runners/num_agent_steps_sampled_lifetime/agent_1,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/agent_episode_returns_mean/agent_1,env_runners/agent_episode_returns_mean/agent_0,env_runners/agent_episode_returns_mean/agent_2,env_runners/num_module_steps_sampled/shared_policy,env_runners/agent_steps/agent_2,env_runners/agent_steps/agent_1,env_runners/agent_steps/agent_0,env_runners/num_agent_steps_sampled/agent_1,env_runners/num_agent_steps_sampled/agent_0,env_runners/num_agent_steps_sampled/agent_2,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/module_episode_returns_mean/shared_policy,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/num_module_steps_trained,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/curr_kl_coeff,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/vf_loss,learners/shared_policy/num_trainable_parameters,learners/shared_policy/entropy,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/weights_seq_no,learners/shared_policy/gradients_default_optimizer_global_norm,learners/shared_policy/policy_loss,learners/shared_policy/total_loss,learners/shared_policy/vf_explained_var,learners/shared_policy/mean_kl_loss,learners/shared_policy/default_optimizer_learning_rate,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/numpy_to_tensor,env_runners/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,311296,1173.3736710478256,False,152,9a96f_00000,2025-06-02_15-34-15,1748871255,1.733022928237915,273.6041474342346,32560,Tegans-MacBook-Air.local,127.0.0.1,273.6041474342346,152,1.8143527765439957,1.2257561989240646e-05,1.814158231116382,1.145259242533525,0.6666420754840203,0.0009756224042348071,75,2048,0.00017045900000045577,32.35785696222717,151.0,311296,7.774768900592932e-05,0.000344250000000379,75,75.0,0.03678494489499343,0.06478141495792196,-70.6303868263128,4.9621565024784506e-05,0.04867346170525819,-141.30811312222738,27,32.35785696222717,4150,-38.40552424601496,1173.3736710478256,1,0,0,21.46666666666667,80.76666666666667,103765,107915,107916,8.076677400113455e-05,-23.44012894210427,-23.63512894210427,-23.55512894210427,2102,25.0,25.0,25.0,710,683,709,0.00015890979456939757,319596,-35.09496198441222,0.01,21760,56.80202,2.0679515621974483e-26,3313408,5.7335687,142854.0,1.4046049,1.0,128.0,152.0,3.616243,0.08157408,5.8010974,-0.12036109,0.007861911,0.0005,53014528,348160,21760,3313408,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14821524902698216,8.927911358194495e-06,1.4511421729308658e-05,1.3370624556137855e-05,2.7681863368356853e-06,3.051781197370824e-06,4.362126198805146e-06,9.394152738042898e-07,1.4958560837616346e-05,5.196641499937049e-06,1.1688916909899322e-05,2.4337669982353106e-05,6.022230297515488e-05,2.1361085373711784e-06,0.022126661862503883,0.0008333410276204297,0.000554502932577171,0.0019211675154088034,4.764901554006385e-06,1.6312343679762647e-05,0.08368869586521191,0.02924434836740631,0.009643346029650671
1,313344,1141.8716254449348,False,153,9a96f_00000,2025-06-02_15-34-16,1748871256,1.7780511379241943,275.3821985721588,32560,Tegans-MacBook-Air.local,127.0.0.1,275.3821985721588,153,1.8139517333585555,1.230332636942117e-05,1.813756802965218,1.1452279446981897,0.6662720126491806,0.0009757424301923928,75,2048,0.00017045900000045577,32.35641095484997,152.0,313344,7.756456850386642e-05,0.000344250000000379,75,75.0,0.0362266480725053,0.0648383279677283,-76.26716038190935,4.953395582923577e-05,0.048629687718109764,-127.60850567871773,27,32.35641095484997,4177,-39.831077743975904,1141.8716254449348,1,0,0,25.85,80.75,104448,108625,108625,8.065583049425038e-05,-25.46322012730311,-25.416970127303113,-25.386970127303112,2102,25.0,25.0,25.0,709,683,710,0.00015872666291929935,321698,-37.8730559539939,0.01,21760,33.847176,2.0679515621974483e-26,3335168,4.6976027,142854.0,1.3922198,1.0,128.0,153.0,3.2606888,-0.17117053,4.51251,-0.029192805,0.006704405,0.0005,53362688,348160,21760,3335168,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.1478036125292883,8.9092167173171e-06,1.4493633150415972e-05,1.3341285130787121e-05,2.7640463227265453e-06,3.0477795572539766e-06,4.3544181143411125e-06,9.395841994959895e-07,1.4955157040305396e-05,5.1952349805155975e-06,1.1683140334018433e-05,2.4325793778897692e-05,6.008651367955991e-05,2.1344663962888155e-06,0.022179233498516637,0.0008332752086526092,0.0005518165945557512,0.0019214213598052554,4.763697366600029e-06,1.632774645770319e-05,0.08322524111557315,0.029258499424957042,0.009631310812478833
1,315392,973.6261833741056,False,154,9a96f_00000,2025-06-02_15-34-19,1748871259,2.0915679931640625,277.4737665653229,32560,Tegans-MacBook-Air.local,127.0.0.1,277.4737665653229,154,1.8166895064349697,1.2296123105753975e-05,1.8164946861855653,1.1483583915012077,0.6658775725226886,0.0009771029258906433,75,2048,0.00017045900000045577,32.33613976785865,153.0,315392,7.825304529155001e-05,0.000344250000000379,75,75.0,0.03923530054749918,0.06495606787962137,-71.64589224687371,5.033781455643979e-05,0.04870918525903022,-107.78393345805135,28,32.33613976785865,4205,-43.750558368031875,973.6261833741056,1,0,0,36.166666666666664,81.2,105130,109336,109336,8.13187645753667e-05,-23.949880748957913,-23.892380748957912,-23.803630748957907,2104,25.0,25.0,25.0,711,682,711,0.0001612922866314917,323802,-35.153249204597245,0.01,21888,36.081707,2.0679515621974483e-26,3357056,4.1546664,142854.0,1.4206047,1.0,128.0,154.0,4.29428,0.07950552,4.219967,0.28782213,0.008387279,0.0005,53712896,350208,21888,3357056,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14739183655334565,9.011413938834558e-06,1.4622029224704872e-05,1.3545596306779925e-05,2.779610534633931e-06,3.0599532630045163e-06,4.4080554553969155e-06,9.552311025007108e-07,1.5130440740874831e-05,5.2332447105140905e-06,1.2198283074191455e-05,2.459646015190745e-05,6.114212071220367e-05,2.148107143731212e-06,0.022230314527322884,0.0008332121344613836,0.0005491387414015069,0.0019216727230622391,4.762511572786983e-06,1.634290154571622e-05,0.08276343207884067,0.029272312159820017,0.009619308469147471
1,317440,1104.2607547513496,False,155,9a96f_00000,2025-06-02_15-34-20,1748871260,1.841723918914795,279.31549048423767,32560,Tegans-MacBook-Air.local,127.0.0.1,279.31549048423767,155,1.81690267262062,1.2283161874987145e-05,1.8167080684937098,1.1491624938361955,0.6652869213874615,0.0009772677366318761,75,2048,0.00017045900000045577,32.36011246235255,154.0,317440,7.88980141949309e-05,0.000344250000000379,75,75.0,0.03925004431751205,0.06511552884601353,-76.45189067444801,5.0994061594999236e-05,0.048899989718070386,-117.64663294194352,27,32.36011246235255,4232,-39.860259879419864,1104.2607547513496,1,0,0,29.533333333333335,81.33333333333333,105813,110045,110046,8.233092552399274e-05,-25.496046891482656,-25.422296891482656,-25.533546891482658,2102,25.0,25.0,25.0,710,683,709,0.00016298644512647745,325904,-37.510273165620475,0.01,21760,39.39365,2.0679515621974483e-26,3378816,5.24504,142854.0,1.4204404,1.0,128.0,155.0,5.427897,-0.087329045,5.1435065,0.11014509,0.0074570375,0.0005,54061056,348160,21760,3378816,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14697986245226888,9.10245452983547e-06,1.4786114451399538e-05,1.3755010364297487e-05,2.8000026373459236e-06,3.0762866971461445e-06,4.450051144814255e-06,9.62765342362986e-07,1.5306272586169994e-05,5.307177374438263e-06,1.2231580928862874e-05,2.4792126827594456e-05,6.210740483619848e-05,2.1624829195468174e-06,0.022279953733003156,0.0008331497984331196,0.0005464684095508952,0.001921919321118101,4.761260625113982e-06,1.6357279157322434e-05,0.08230322124043127,0.029285739981643237,0.009607334633201492
1,319488,1107.9752687953057,False,156,9a96f_00000,2025-06-02_15-34-22,1748871262,1.8380210399627686,281.15351152420044,32560,Tegans-MacBook-Air.local,127.0.0.1,281.15351152420044,156,1.817075752144414,1.2260740256196357e-05,1.8168813244787723,1.1495822797378341,0.6650387063435871,0.0009769429792654005,75,2048,0.00017045900000045577,32.36442919105307,155.0,319488,7.869426504851496e-05,0.000344250000000379,75,75.0,0.036787108582503406,0.06530524050518366,-73.34527018652786,5.087299384796588e-05,0.04897010252714546,-126.97524878704365,27,32.36442919105307,4259,-39.13979162250383,1107.9752687953057,1,0,0,36.349999999999994,81.25,106496,110755,110755,8.21656242428261e-05,-24.46259006217594,-24.40884006217594,-24.47384006217594,2102,25.0,25.0,25.0,709,683,710,0.00016260341919626238,328006,-35.57598433007914,0.01,21760,38.99378,2.0679515621974483e-26,3400576,5.3449335,142854.0,1.4079287,1.0,128.0,156.0,3.088152,-0.09565026,5.235204,0.2048201,0.009267058,0.0005,54409216,348160,21760,3400576,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14656991376205833,9.078015227973127e-06,1.4761290016805904e-05,1.3702945067037835e-05,2.7941796161495344e-06,3.074889539249855e-06,4.439225943841235e-06,9.603293944034787e-07,1.527433669795912e-05,5.297602295481753e-06,1.216757993293503e-05,2.4744108604989923e-05,6.190727577795679e-05,2.1605301046712366e-06,0.022328212398117084,0.0008330892754119747,0.0005438074121631534,0.0019221693782405422,4.759966745239326e-06,1.6371159926541194e-05,0.08184522051308217,0.029300193678314008,0.009595514038927515
1,321536,1019.0555638045639,False,157,9a96f_00000,2025-06-02_15-34-24,1748871264,1.997879981994629,283.15139150619507,32560,Tegans-MacBook-Air.local,127.0.0.1,283.15139150619507,157,1.8188452687929701,1.224938285377984e-05,1.8186501537339848,1.1499989161004553,0.666389094280151,0.000977368549472586,75,2048,0.00017045900000045577,32.34023886887924,156.0,321536,7.87900302665623e-05,0.000344250000000379,75,75.0,0.03767072446999762,0.0654777093245177,-83.49511781009419,5.1077521389275754e-05,0.04904471583303623,-145.8517161870819,28,32.34023886887924,4287,-42.0574116187714,1019.0555638045639,1,0,0,39.199999999999996,81.36666666666666,107178,111466,111466,8.225373597303032e-05,-27.93670593669806,-27.781705936698064,-27.776705936698065,2104,25.0,25.0,25.0,711,682,711,0.0001628651096979806,330110,-39.859745815630106,0.01,21888,75.45742,2.0679515621974483e-26,3422464,6.063231,142854.0,1.4366219,1.0,128.0,157.0,2.425802,-0.03944987,6.009415,-0.027981639,0.009018208,0.0005,54759424,350208,21888,3422464,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14616109810520675,9.081481648584101e-06,1.4783182896432893e-05,1.3703244616000142e-05,2.7992483443871583e-06,3.082910392280363e-06,4.444470859501701e-06,9.606585330931823e-07,1.528978460897897e-05,5.3018836815051455e-06,1.2137654595814422e-05,2.4761683414438538e-05,6.203889276352557e-05,2.1657840052176256e-06,0.022375181032055432,0.0008330433228714068,0.0005411561712822108,0.001922423367288418,4.7586476169014205e-06,1.638471485245726e-05,0.081388899923956,0.029314401060353202,0.009584649860575698
1,323584,1105.6012746995432,False,158,9a96f_00000,2025-06-02_15-34-26,1748871266,1.840590000152588,284.99198150634766,32560,Tegans-MacBook-Air.local,127.0.0.1,284.99198150634766,158,1.8190231977750404,1.2240219025559587e-05,1.818828088446645,1.1504331519394508,0.666130503337349,0.000977330703977936,75,2048,0.00017045900000045577,32.35009565291342,157.0,323584,7.895374241649765e-05,0.000344250000000379,75,75.0,0.037898335027494595,0.06565053613807097,-78.05672142699471,5.1145288699100215e-05,0.04930075096407135,-172.60501882511736,27,32.35009565291342,4314,-42.0574116187714,1105.6012746995432,1,0,0,32.86666666666667,81.56666666666666,107861,112175,112176,8.23963281271356e-05,-25.94099047566491,-25.994740475664912,-26.12099047566491,2102,25.0,25.0,25.0,710,683,709,0.00016324051944434205,332212,-38.91564334324789,0.01,21760,68.404335,2.0679515621974483e-26,3444224,5.929049,142854.0,1.4369577,1.0,128.0,158.0,3.4940777,0.25971597,6.1743956,0.019532263,0.008203828,0.0005,55107584,348160,21760,3444224,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.145752335257616,9.091358951303998e-06,1.4809299187055295e-05,1.3718368483649568e-05,2.8052862553052693e-06,3.091674601779701e-06,4.452931517599904e-06,9.625998426422993e-07,1.531551496493349e-05,5.313710773359295e-06,1.2131687400202309e-05,2.4838970596460962e-05,6.216838012530651e-05,2.1720691944224473e-06,0.0224208228429752,0.0008329965513541142,0.0005385137453776686,0.0019226752221175125,4.757337174457786e-06,1.63978907638624e-05,0.08093423812456105,0.029328320437883783,0.009573788268587026
1,325632,1153.8096962073505,False,159,9a96f_00000,2025-06-02_15-34-28,1748871268,1.762587070465088,286.75456857681274,32560,Tegans-MacBook-Air.local,127.0.0.1,286.75456857681274,159,1.8184215745472903,1.2224896835210993e-05,1.8182266275621781,1.1504558595900563,0.6655054045539758,0.0009781253169380143,75,2048,0.00017045900000045577,32.371555647396384,158.0,325632,7.867129487378272e-05,0.000344250000000379,75,75.0,0.03676616187750142,0.06579650345929165,-73.34554287846177,5.092838582172105e-05,0.04946186674874387,-172.60501882511736,27,32.371555647396384,4341,-36.48448948759238,1153.8096962073505,1,0,0,26.8,81.65,108544,112885,112885,8.213251541821624e-05,-24.428514292820584,-24.483514292820587,-24.433514292820583,2102,25.0,25.0,25.0,709,683,710,0.000162646551653569,334314,-38.23152794689339,0.01,21760,52.527443,2.0679515621974483e-26,3465984,4.8782372,142854.0,1.4213083,1.0,128.0,159.0,3.6323838,-0.03198384,4.8320403,-0.28281713,0.007147477,0.0005,55455744,348160,21760,3465984,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14534350389056655,9.0647557711974e-06,1.4759577716158956e-05,1.3662204519714472e-05,2.795758537397941e-06,3.0860808718321774e-06,4.436431181655394e-06,9.590960339909764e-07,1.5287465663791193e-05,5.300874756233706e-06,1.206898822293426e-05,2.4771218931436152e-05,6.189183932553118e-05,2.167026600734101e-06,0.02246509921627337,0.0008329484901348785,0.0005358830148740889,0.0019229199933132983,4.755968776102836e-06,1.6410943885553614e-05,0.0804812366211616,0.029341849225257715,0.009562951226752069
1,327680,1148.1301644921987,False,160,9a96f_00000,2025-06-02_15-34-30,1748871270,1.7721800804138184,288.52674865722656,32560,Tegans-MacBook-Air.local,127.0.0.1,288.52674865722656,160,1.8179213271318173,1.2232647866530664e-05,1.8177257737865562,1.1506446580741556,0.6648171892584359,0.00097687864376858,75,2048,0.00017045900000045577,32.35613593385447,159.0,327680,7.831486388006871e-05,0.000344250000000379,75,75.0,0.03612619910000376,0.0658792015647574,-72.8052834075513,5.061289907739075e-05,0.049536412411992914,-110.41975672662983,28,32.35613593385447,4369,-34.37461436093264,1148.1301644921987,1,0,0,31.36666666666667,81.66666666666667,109226,113596,113596,8.178793716992837e-05,-24.377594469183776,-24.325094469183778,-24.102594469183778,2104,25.0,25.0,25.0,711,682,711,0.00016177812108674673,336418,-34.93292196811541,0.01,21888,60.055878,2.0679515621974483e-26,3487872,5.8604817,142854.0,1.4074413,1.0,128.0,160.0,2.9942029,-0.0063526933,5.840055,-0.10259676,0.0064276895,0.0005,55805952,350208,21888,3487872,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14493463202143234,9.020655151940625e-06,1.4699328433592113e-05,1.3581058481126786e-05,2.783311698166431e-06,3.0775578175221494e-06,4.412211026098836e-06,9.555150594385438e-07,1.5216570380085072e-05,5.280490491681046e-06,1.199407916707453e-05,2.4680374171963122e-05,6.14519127501339e-05,2.158117059808761e-06,0.022508016038121276,0.000832899065484895,0.0005332608435060446,0.0019231577515629542,4.754660311993765e-06,1.6424196155734997e-05,0.0800299122032177,0.02935501453824038,0.009552119488526955
1,329728,1083.3340241262692,False,161,9a96f_00000,2025-06-02_15-34-32,1748871272,1.8570060729980469,290.3837547302246,32560,Tegans-MacBook-Air.local,127.0.0.1,290.3837547302246,161,1.8182742609404992,1.2240731387748698e-05,1.8180787477186906,1.1504439719034145,0.6653723456958514,0.0009755281873312756,75,2048,0.00017045900000045577,32.34960190155855,160.0,329728,7.79440243525143e-05,0.000344250000000379,75,75.0,0.03597822758250146,0.06589979951057717,-73.92567078303665,5.028550117362332e-05,0.04952238371768739,-146.40360012245938,27,32.34960190155855,4396,-42.46473967396627,1083.3340241262692,1,0,0,21.633333333333336,81.56666666666666,109909,114305,114306,8.14601113248573e-05,-24.649390261012208,-24.67814026101221,-24.598140261012208,2102,25.0,25.0,25.0,710,683,709,0.0001609951805715175,338520,-35.901794658059615,0.01,21760,50.249954,2.0679515621974483e-26,3509632,5.380041,142854.0,1.4159621,1.0,128.0,161.0,3.698047,-0.05666242,5.309219,0.08885908,0.009752219,0.0005,56154112,348160,21760,3509632,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14453828713099176,8.983235403679658e-06,1.46413441919387e-05,1.350143753973206e-05,2.7730293431236408e-06,3.0693696373715307e-06,4.389766127974486e-06,9.516915720307578e-07,1.5152739902447913e-05,5.26185447081405e-06,1.1928572026883833e-05,2.459321631460466e-05,6.105190886101756e-05,2.1499472551504385e-06,0.0225621452428106,0.0008328455635788984,0.0005306477272638707,0.0019233949542482875,4.75335242028813e-06,1.643727148612374e-05,0.07958024282907056,0.02936782368504087,0.009541298564943668
1,331776,1183.1924562847469,False,162,9a96f_00000,2025-06-02_15-34-33,1748871273,1.7200419902801514,292.10379672050476,32560,Tegans-MacBook-Air.local,127.0.0.1,292.10379672050476,162,1.8172524183310943,1.2217494073869804e-05,1.8170570427415036,1.1501281446843803,0.6646644197388932,0.0009757137354581952,75,2048,0.00017045900000045577,32.37157751951466,161.0,331776,7.754436678033336e-05,0.000344250000000379,75,75.0,0.03561406698750531,0.06586344332106953,-76.25658774616434,4.990976503556458e-05,0.04958103641831596,-142.06916675467193,27,32.37157751951466,4423,-35.555298983682135,1183.1924562847469,1,0,0,16.549999999999997,81.5,110592,115015,115015,8.108140397367944e-05,-25.32427924872143,-25.466779248721434,-25.46552924872143,2102,25.0,25.0,25.0,709,683,710,0.00016000741975251244,340622,-36.099179961594565,0.01,21760,26.285973,2.0679515621974483e-26,3531392,3.5407264,142854.0,1.406611,1.0,128.0,162.0,4.8022723,-0.13965958,3.3870008,0.4113198,0.0073089446,0.0005,56502272,348160,21760,3531392,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.14414168900435784,8.934564886537858e-06,1.4580083371903319e-05,1.3410751997918854e-05,2.760266181784996e-06,3.058816044221263e-06,4.36416372617201e-06,9.465735874989694e-07,1.507865809754392e-05,5.242313809432766e-06,1.1859556998099597e-05,2.446935306602335e-05,6.054816170691911e-05,2.139780956416631e-06,0.022614713445202328,0.000832789516804474,0.0005280429930621875,0.0019236256554047574,4.752003520381887e-06,1.6449738690284798e-05,0.07913225759288604,0.029380262993251523,0.009530473031183196
1,333824,1176.1498576823121,False,163,9a96f_00000,2025-06-02_15-34-35,1748871275,1.7299091815948486,293.8337059020996,32560,Tegans-MacBook-Air.local,127.0.0.1,293.8337059020996,163,1.8163322712377832,1.2219069132960776e-05,1.8161366956440887,1.1498539865675363,0.6640089492915042,0.0009757603481040145,75,2048,0.00017045900000045577,32.35536154205793,162.0,333824,7.721011208006401e-05,0.000344250000000379,75,75.0,0.03567030173749515,0.0657845666664676,-72.9860259404779,4.962297681001633e-05,0.04952066143235425,-115.68715876434865,27,32.35536154205793,4450,-35.555298983682135,1176.1498576823121,1,0,0,19.033333333333335,81.46666666666667,111274,115725,115725,8.077367600641356e-05,-24.44825864682597,-24.262008646825972,-24.27575864682597,2102,25.0,25.0,25.0,710,682,710,0.00015920783817180938,342724,-35.411816644846134,0.01,21760,47.37225,2.0679515621974483e-26,3553152,5.042518,142854.0,1.4100605,1.0,128.0,163.0,4.454969,-0.03909709,4.98932,0.029075563,0.008301339,0.0005,56850432,348160,21760,3553152,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.1437448832574435,8.897754695230124e-06,1.451987244383081e-05,1.3341157666683234e-05,2.749449001557656e-06,3.0493550683495832e-06,4.343755575740299e-06,9.432182074306111e-07,1.5012413530167531e-05,5.224757120379546e-06,1.1801430509647755e-05,2.4373775695809582e-05,6.012909321805888e-05,2.133954799665648e-06,0.02266575422322194,0.0008327302147091831,0.0005254476178718132,0.001923850857242674,4.750631263227825e-06,1.6461641923215633e-05,0.0786859694371423,0.02939234696632946,0.009519626278241442
1,335872,1154.8825234042201,False,164,9a96f_00000,2025-06-02_15-34-37,1748871277,1.7534279823303223,295.58713388442993,32560,Tegans-MacBook-Air.local,127.0.0.1,295.58713388442993,164,1.8156652385254055,1.2215218441261902e-05,1.815469618687648,1.1498030862818611,0.663393776468589,0.0009752360846228976,75,2048,0.00017045900000045577,32.32708092732036,163.0,335872,7.710520232909009e-05,0.000344250000000379,75,75.0,0.03630293678499172,0.065690436794245,-65.27616833443157,4.95643359352512e-05,0.04939388027818816,-98.50789299573654,28,32.32708092732036,4478,-37.97935719931585,1154.8825234042201,1,0,0,28.95,81.4,111957,116435,116436,8.06927004017203e-05,-21.780389444810517,-21.674139444810518,-21.821639444810515,2104,25.0,25.0,25.0,711,683,710,0.00015896621581333736,344828,-33.62587483258802,0.01,21888,35.8142,2.0679515621974483e-26,3575040,4.7410016,142854.0,1.4254228,1.0,128.0,164.0,3.4751654,0.11290876,4.8396564,0.03937477,0.0074109645,0.0005,57200640,350208,21888,3575040,0.0,2048.0,142854.0,2048.0,0.0,4.915999999965948e-06,1.620899999998926e-05,3.245799999973542e-05,3.72500000000997e-05,6.587499999977098e-05,5.040999999650353e-06,0.143348016402467,8.88508790392252e-06,1.450870440593696e-05,1.3317147541480432e-05,2.7465190894031123e-06,3.050467882291562e-06,4.339818292853548e-06,9.413671708363337e-07,1.4999905130553402e-05,5.220974160476106e-06,1.1774116710486593e-05,2.4340852015261373e-05,6.000989635576883e-05,2.130802245905131e-06,0.02271533279763664,0.000832671894704121,0.0005228614917859352,0.0019240701383782962,4.749207050868423e-06,1.647285791762042e-05,0.07824141938965415,0.029404092225346512,0.009508777850555405
